Order,School_ID,NDVI_median,NDVI_Under_Over_Avg,Land_Surface_Temp
2420,36678800000000_121,0.27,Above Average,39.3
2421,56726000000000_150,0.27,Above Average,40.45
2422,30736500000000_192,0.27,Above Average,36.96
2423,19645300000000_236,0.27,Above Average,38.67
2424,36678800000000_247,0.27,Above Average,39.65
2425,30666500000000_277,0.27,Above Average,39.03
2426,36678800000000_321,0.27,Above Average,39.26
2429,33671200000000_358,0.27,Above Average,38.22
2430,19650000000000_394,0.27,Above Average,42.1
2432,33752400000000_471,0.27,Above Average,40.47
2433,30103100000000_473,0.27,Above Average,38.79
2435,19647900000000_484,0.27,Above Average,39.17
2437,36678800000000_531,0.27,Above Average,38.47
2439,56725400000000_604,0.27,Above Average,35.92
2440,33751800000000_618,0.27,Above Average,39.66
2441,36678800000000_626,0.27,Above Average,39.64
2443,36678190000000_662,0.27,Above Average,37.83
2444,19650940000000_715,0.27,Above Average,37.17
2446,16639170000000_770,0.27,Above Average,40.45
2448,19643000000000_869,0.27,Above Average,39.55
2449,30666200000000_990,0.27,Above Average,38.39
2450,56724500000000_1007,0.27,Above Average,40.28
2451,56726000000000_1088,0.27,Above Average,41.61
2453,19644400000000_1211,0.27,Above Average,38.21
2454,30666200000000_1221,0.27,Above Average,39.91
2458,54755200000000_1238,0.27,Above Average,39.79
2459,33671200000000_1276,0.27,Above Average,37.16
2460,36678400000000_1282,0.27,Above Average,39.73
2462,19650400000000_1318,0.27,Above Average,38.15
2465,19647200000000_1471,0.27,Above Average,38.35
2467,33670900000000_1522,0.27,Above Average,39.35
2468,15635500000000_1551,0.27,Above Average,38.73
2469,19644900000000_1573,0.27,Above Average,38.98
2470,19648100000000_1591,0.27,Above Average,39.64
2473,33671200000000_1660,0.27,Above Average,40.41
2474,19644500000000_1706,0.27,Above Average,38.45
2475,19753300000000_1835,0.27,Above Average,35.34
2476,19643000000000_1904,0.27,Above Average,37.09
2477,30666200000000_1925,0.27,Above Average,39.27
2478,54722600000000_1968,0.27,Above Average,39.7
2479,33670900000000_1975,0.27,Above Average,38.07
2480,33670900000000_1989,0.27,Above Average,38.86
2481,30666500000000_2072,0.27,Above Average,38.92
2482,16638900000000_2130,0.27,Above Average,36.02
2483,54719000000000_2258,0.27,Above Average,39.03
2484,56724500000000_2269,0.27,Above Average,40.28
2485,33103300000000_2270,0.27,Above Average,39.17
2486,54720820000000_2308,0.27,Above Average,38.09
2487,19646800000000_2356,0.27,Above Average,39.78
2488,19647700000000_2453,0.27,Above Average,38.14
2489,36679000000000_2466,0.27,Above Average,37.42
2490,19647700000000_2473,0.27,Above Average,37.97
2491,19650000000000_2475,0.27,Above Average,41.8
2493,56726000000000_2523,0.27,Above Average,40.05
2494,33670800000000_2561,0.27,Above Average,40.78
2495,54721600000000_2563,0.27,Above Average,39.47
2496,36678800000000_2601,0.27,Above Average,39.38
2497,19648700000000_2652,0.27,Above Average,37.33
2498,30666200000000_2659,0.27,Above Average,39.64
2500,36678800000000_2724,0.27,Above Average,40.84
2502,33672100000000_2755,0.27,Above Average,38.79
2503,36678400000000_2913,0.27,Above Average,38.16
2504,56724600000000_2935,0.27,Above Average,34.33
2506,36678800000000_2969,0.27,Above Average,39.02
2507,56725600000000_2971,0.27,Above Average,34.3
2509,19644400000000_3053,0.27,Above Average,37.95
2510,19757100000000_3089,0.27,Above Average,38.71
2514,19645200000000_3258,0.27,Above Average,38.72
2516,19645300000000_3268,0.27,Above Average,39.84
2518,54722500000000_3483,0.27,Above Average,38.9
2520,30666500000000_3563,0.27,Above Average,38.82
2522,36677400000000_3632,0.27,Above Average,40.16
2523,33751800000000_3752,0.27,Above Average,39.91
2524,33751800000000_3774,0.27,Above Average,40.05
2525,19644500000000_3785,0.27,Above Average,39.42
2526,19643800000000_3786,0.27,Above Average,38.14
2527,33670800000000_3812,0.27,Above Average,40.14
2528,30666500000000_3853,0.27,Above Average,37.7
3578,36676800000000_52,0.27,Above Average,38.23
3579,19649100000000_59,0.27,Above Average,38.39
3580,19734500000000_82,0.27,Above Average,40.21
3581,36676800000000_93,0.27,Above Average,37.86
3585,19649100000000_173,0.27,Above Average,38.08
3586,56768300000000_244,0.27,Above Average,35.89
3588,19651400000000_352,0.27,Above Average,41.85
3589,33751900000000_434,0.27,Above Average,39.46
3590,33670300000000_567,0.27,Above Average,37.45
3591,36676800000000_805,0.27,Above Average,37.61
3592,19647300000000_1006,0.27,Above Average,37.58
3593,56768300000000_1127,0.27,Above Average,37.8
3596,30666700000000_1204,0.27,Above Average,37.03
3602,33670300000000_1494,0.27,Above Average,36.58
3605,19649100000000_1560,0.27,Above Average,38.2
3606,19643300000000_1614,0.27,Above Average,37.08
3607,19649100000000_1615,0.27,Above Average,38.14
3609,36676800000000_1710,0.27,Above Average,37.61
3612,30666700000000_1790,0.27,Above Average,37.49
3613,30666700000000_1875,0.27,Above Average,38.17
3615,19648200000000_1901,0.27,Above Average,38.77
3616,56768300000000_1914,0.27,Above Average,37.83
3618,19647300000000_1966,0.27,Above Average,37.14
3620,30666700000000_2025,0.27,Above Average,37.49
3622,33752000000000_2094,0.27,Above Average,40.35
3631,15634000000000_2421,0.27,Above Average,39.91
3632,30666700000000_2424,0.27,Above Average,37.67
3633,33670300000000_2607,0.27,Above Average,37.89
3635,19734500000000_2620,0.27,Above Average,39.83
3636,19650900000000_2707,0.27,Above Average,37.17
3637,56725500000000_2727,0.27,Above Average,34.49
3638,19650500000000_2813,0.27,Above Average,42.14
3639,30666700000000_2816,0.27,Above Average,37.52
3640,19651400000000_2960,0.27,Above Average,41.03
3641,19651400000000_3137,0.27,Above Average,41.72
3642,19734500000000_3271,0.27,Above Average,38.64
3643,19649100000000_3585,0.27,Above Average,38.83
3646,54719900000000_3679,0.27,Above Average,38.95
3647,30666700000000_3682,0.27,Above Average,38.78
3648,19650600000000_3709,0.27,Above Average,35.61
3649,19647300000000_3806,0.27,Above Average,35.91
3652,36678500000000_3813,0.27,Above Average,39.95
3656,33672200000000_3826,0.27,Above Average,37.26
3658,54767900000000_3829,0.27,Above Average,38.22
4255,19647900000000_355,0.27,Above Average,39.15
4257,19648400000000_867,0.27,Above Average,38.45
4258,56726000000000_2501,0.27,Above Average,40.54
4259,19647700000000_2515,0.27,Above Average,38.53
4260,30666000000000_3832,0.27,Above Average,34.55
4353,19647300000000_234,0.27,Above Average,37.23
4355,56725500000000_556,0.27,Above Average,35.36
4359,19647300000000_1818,0.27,Above Average,39.28
4362,36676800000000_2878,0.27,Above Average,37.96
4363,30666700000000_3432,0.27,Above Average,38.92
69,29700000000000_77,0.28,Above Average,23.76
338,31700000000000_360,0.28,Above Average,23.92
2530,19648400000000_106,0.28,Above Average,38.96
2533,30664500000000_115,0.28,Above Average,39.15
2535,19753300000000_152,0.28,Above Average,33.76
2536,36678800000000_211,0.28,Above Average,38.82
2537,56726000000000_225,0.28,Above Average,39.98
2538,33669900000000_279,0.28,Above Average,38.28
2539,30736500000000_291,0.28,Above Average,38.05
2540,56726500000000_293,0.28,Above Average,35.61
2542,36676500000000_402,0.28,Above Average,38.67
2543,30666500000000_455,0.28,Above Average,38.83
2545,30666500000000_495,0.28,Above Average,38.03
2546,33752400000000_534,0.28,Above Average,39.71
2547,33670800000000_576,0.28,Above Average,42.72
2548,19643000000000_582,0.28,Above Average,37.45
2550,54722300000000_607,0.28,Above Average,39.05
2551,19644400000000_609,0.28,Above Average,38.49
2552,56726500000000_621,0.28,Above Average,33.91
2554,19643290000000_800,0.28,Above Average,36.46
2555,36679600000000_834,0.28,Above Average,41.39
2556,19645300000000_836,0.28,Above Average,39.08
2557,30666500000000_888,0.28,Above Average,38.97
2558,19645300000000_902,0.28,Above Average,39.39
2559,19644400000000_903,0.28,Above Average,34.78
2560,36677000000000_966,0.28,Above Average,37.98
2561,19644900000000_974,0.28,Above Average,38.4
2564,36678800000000_988,0.28,Above Average,41.17
2565,56724500000000_1008,0.28,Above Average,39.91
2566,19642600000000_1009,0.28,Above Average,38.59
2571,36750700000000_1029,0.28,Above Average,38.22
2572,36678400000000_1049,0.28,Above Average,39.98
2575,30666500000000_1107,0.28,Above Average,38.95
2576,30665200000000_1119,0.28,Above Average,37.24
2577,30666500000000_1138,0.28,Above Average,38.95
2578,33672000000000_1155,0.28,Above Average,41.48
2581,36679600000000_1197,0.28,Above Average,38.05
2584,30736500000000_1203,0.28,Above Average,39.51
2585,36678800000000_1285,0.28,Above Average,39.58
2586,56726000000000_1298,0.28,Above Average,40.39
2587,19644500000000_1355,0.28,Above Average,38.76
2588,36679600000000_1370,0.28,Above Average,39.93
2589,19643000000000_1372,0.28,Above Average,37.67
2591,19648400000000_1486,0.28,Above Average,37.08
2593,56726000000000_1525,0.28,Above Average,40.45
2594,36678800000000_1537,0.28,Above Average,38.6
2607,30666200000000_1617,0.28,Above Average,38.43
2608,19647200000000_1651,0.28,Above Average,38.14
2611,19651100000000_1784,0.28,Above Average,36.36
2612,33751800000000_1797,0.28,Above Average,37.1
2613,19647700000000_1802,0.28,Above Average,38.7
2614,36678800000000_1837,0.28,Above Average,38.99
2615,19734600000000_1845,0.28,Above Average,37.1
2616,36679600000000_1956,0.28,Above Average,39.59
2617,19647900000000_2017,0.28,Above Average,39.36
2618,33669900000000_2081,0.28,Above Average,38.35
2619,36678800000000_2085,0.28,Above Average,39.7
2621,19644900000000_2089,0.28,Above Average,38.51
2624,19112000000000_2320,0.28,Above Average,36.84
2626,15751700000000_2323,0.28,Above Average,34.97
2627,19644400000000_2348,0.28,Above Average,35.28
2628,19651100000000_2423,0.28,Above Average,39.45
2629,19648400000000_2443,0.28,Above Average,37.72
2633,36750700000000_2518,0.28,Above Average,37.96
2634,19651100000000_2535,0.28,Above Average,37.46
2635,36678800000000_2619,0.28,Above Average,38.47
2636,30736500000000_2622,0.28,Above Average,38.67
2637,36679600000000_2642,0.28,Above Average,39.16
2639,30666200000000_2701,0.28,Above Average,38.66
2644,30103100000000_2718,0.28,Above Average,37.66
2645,30665100000000_2721,0.28,Above Average,38.2
2646,36678800000000_2730,0.28,Above Average,38.64
2647,36678800000000_2882,0.28,Above Average,40.11
2648,36678400000000_2916,0.28,Above Average,38.66
2649,54722600000000_2918,0.28,Above Average,37.77
2651,19645300000000_2968,0.28,Above Average,39.58
2652,30665200000000_2983,0.28,Above Average,37.22
2653,33751800000000_3013,0.28,Above Average,37.97
2654,56726000000000_3058,0.28,Above Average,40.1
2656,30103100000000_3076,0.28,Above Average,37.22
2658,36678800000000_3078,0.28,Above Average,39.61
2659,36678800000000_3083,0.28,Above Average,39.33
2660,56724500000000_3084,0.28,Above Average,39.85
2661,19651300000000_3115,0.28,Above Average,38.42
2662,56726000000000_3126,0.28,Above Average,40.8
2663,30666500000000_3220,0.28,Above Average,38.39
2664,56726000000000_3241,0.28,Above Average,40.74
2667,30736500000000_3298,0.28,Above Average,35.41
2668,33671200000000_3302,0.28,Above Average,38.4
2669,33669900000000_3464,0.28,Above Average,37.28
2670,33670900000000_3473,0.28,Above Average,39.91
2671,33751800000000_3489,0.28,Above Average,38.8
2672,19644500000000_3543,0.28,Above Average,38.4
2673,36750700000000_3551,0.28,Above Average,37.49
2675,36678800000000_3591,0.28,Above Average,39.62
2676,30666200000000_3602,0.28,Above Average,39.1
2677,33671200000000_3629,0.28,Above Average,38.03
2678,56737600000000_3653,0.28,Above Average,37.28
2683,36679600000000_3859,0.28,Above Average,41.16
3659,30666700000000_27,0.28,Above Average,37.45
3660,19650600000000_101,0.28,Above Average,35.83
3661,33670300000000_151,0.28,Above Average,37.09
3662,33751900000000_206,0.28,Above Average,40.4
3663,36678500000000_212,0.28,Above Average,38.92
3664,30736400000000_316,0.28,Above Average,38.2
3666,19647300000000_379,0.28,Above Average,37.43
3667,36676800000000_649,0.28,Above Average,38.33
3668,36676800000000_877,0.28,Above Average,38.34
3670,33751900000000_954,0.28,Above Average,38.15
3671,19650500000000_987,0.28,Above Average,38.22
3672,33670300000000_1025,0.28,Above Average,36.24
3674,30666700000000_1053,0.28,Above Average,37.89
3675,19734500000000_1118,0.28,Above Average,39.2
3676,30666700000000_1153,0.28,Above Average,37.77
3678,19647300000000_1302,0.28,Above Average,37.66
3679,36676800000000_1314,0.28,Above Average,35.89
3681,19734500000000_1340,0.28,Above Average,38.91
3682,16639200000000_1501,0.28,Above Average,39.2
3683,30666700000000_1516,0.28,Above Average,38.67
3684,33672200000000_1638,0.28,Above Average,35.77
3685,33670300000000_1681,0.28,Above Average,36.73
3686,36678500000000_1687,0.28,Above Average,39.3
3687,36676800000000_1705,0.28,Above Average,37.89
3688,33670300000000_1724,0.28,Above Average,38.05
3690,19649100000000_1764,0.28,Above Average,37.51
3692,36676800000000_1823,0.28,Above Average,37.95
3693,19650500000000_1992,0.28,Above Average,41.28
3694,30736400000000_2111,0.28,Above Average,37.16
3702,54719900000000_2257,0.28,Above Average,38.78
3703,19645000000000_2282,0.28,Above Average,37.91
3706,19647300000000_2296,0.28,Above Average,35.07
3710,16639300000000_2528,0.28,Above Average,39.17
3712,16639200000000_2548,0.28,Above Average,40.42
3714,33670300000000_2609,0.28,Above Average,38.14
3715,33670300000000_2698,0.28,Above Average,36.33
3716,19649100000000_2839,0.28,Above Average,38.01
3718,30736400000000_2896,0.28,Above Average,35.41
3719,30739200000000_3048,0.28,Above Average,37.11
3720,19734500000000_3052,0.28,Above Average,39.39
3721,19649100000000_3099,0.28,Above Average,38.11
3722,56768300000000_3117,0.28,Above Average,37.58
3724,33670300000000_3131,0.28,Above Average,36.47
3726,19650600000000_3155,0.28,Above Average,35.73
3727,19649100000000_3239,0.28,Above Average,38.72
3730,36678500000000_3644,0.28,Above Average,38.76
3731,36678500000000_3670,0.28,Above Average,39.3
3735,19734500000000_3782,0.28,Above Average,38.66
4261,19647900000000_2012,0.28,Above Average,38.97
4262,36678800000000_2614,0.28,Above Average,38.51
4263,19647900000000_2829,0.28,Above Average,37.98
4264,19647700000000_3033,0.28,Above Average,38.05
4265,56726000000000_3125,0.28,Above Average,40.42
4267,30665100000000_3474,0.28,Above Average,36.9
4269,19651100000000_3647,0.28,Above Average,37.72
4364,19647300000000_968,0.28,Above Average,34.55
4365,30665600000000_1356,0.28,Above Average,38.53
4367,30665600000000_1669,0.28,Above Average,38.53
4368,56725500000000_1783,0.28,Above Average,37.08
4369,19647300000000_2953,0.28,Above Average,38.09
2684,36678400000000_133,0.29,Above Average,37.53
2686,26736700000000_270,0.29,Above Average,32.34
2687,19651300000000_329,0.29,Above Average,38.03
2689,36679600000000_338,0.29,Above Average,40.22
2690,33670900000000_348,0.29,Above Average,38.53
2691,36679600000000_439,0.29,Above Average,37.6
2692,30666200000000_442,0.29,Above Average,36.72
2693,54722600000000_458,0.29,Above Average,38.41
2695,36678800000000_500,0.29,Above Average,39.73
2696,33751800000000_573,0.29,Above Average,38.91
2697,54722600000000_574,0.29,Above Average,39.15
2698,19644400000000_578,0.29,Above Average,37.83
2700,36678400000000_581,0.29,Above Average,37.72
2701,54722600000000_596,0.29,Above Average,38.36
2702,19651100000000_615,0.29,Above Average,38.79
2705,54721990000000_689,0.29,Above Average,39.72
2706,54722560000000_761,0.29,Above Average,37.58
2708,54722600000000_802,0.29,Above Average,38.33
2709,30664600000000_806,0.29,Above Average,35.67
2710,36678800000000_830,0.29,Above Average,39.27
2711,54719000000000_854,0.29,Above Average,38.97
2712,19644900000000_857,0.29,Above Average,38.65
2713,30647700000000_901,0.29,Above Average,39.05
2714,36678800000000_934,0.29,Above Average,38.03
2717,19644500000000_1079,0.29,Above Average,38.26
2718,36678800000000_1186,0.29,Above Average,39.37
2719,54722600000000_1196,0.29,Above Average,37.8
2722,19650000000000_1286,0.29,Above Average,41.85
2723,36678800000000_1349,0.29,Above Average,39.53
2726,30736500000000_1466,0.29,Above Average,37.92
2727,54718400000000_1477,0.29,Above Average,40.41
2728,30666500000000_1805,0.29,Above Average,37.84
2729,54722600000000_1839,0.29,Above Average,37.16
2731,56726000000000_2077,0.29,Above Average,39.49
2732,19642800000000_2136,0.29,Above Average,38.36
2739,54755200000000_2247,0.29,Above Average,38.84
2740,15634500000000_2259,0.29,Above Average,34.91
2745,26749000000000_2339,0.29,Above Average,32.53
2746,19647700000000_2468,0.29,Above Average,38.72
2747,19647660000000_2497,0.29,Above Average,38.67
2752,30736500000000_2577,0.29,Above Average,36.15
2753,54718400000000_2629,0.29,Above Average,39.41
2756,36678800000000_2653,0.29,Above Average,39.22
2757,19650000000000_2827,0.29,Above Average,39.21
2758,33751800000000_2934,0.29,Above Average,39.35
2759,19645300000000_2982,0.29,Above Average,39.36
2760,54722600000000_2992,0.29,Above Average,39.92
2762,36678800000000_3030,0.29,Above Average,39.27
2763,19650000000000_3041,0.29,Above Average,40.53
2765,30666200000000_3166,0.29,Above Average,38.59
2766,36678800000000_3186,0.29,Above Average,39.34
2767,56725400000000_3197,0.29,Above Average,35.11
2768,56726000000000_3238,0.29,Above Average,40.45
2769,19644500000000_3288,0.29,Above Average,39.47
2770,33670900000000_3297,0.29,Above Average,38.34
2771,54722500000000_3480,0.29,Above Average,38.96
2774,36750700000000_3544,0.29,Above Average,37.21
2780,36750700000000_3553,0.29,Above Average,37.14
2782,19645300000000_3562,0.29,Above Average,39.64
2783,36679600000000_3569,0.29,Above Average,39.28
2784,56726500000000_3590,0.29,Above Average,33.83
2785,54722600000000_3612,0.29,Above Average,37.36
2787,54722600000000_3623,0.29,Above Average,37.92
2789,56726000000000_3627,0.29,Above Average,40.24
2790,19650000000000_3705,0.29,Above Average,40.2
2791,19651100000000_3720,0.29,Above Average,38.27
2792,30666200000000_3855,0.29,Above Average,39.03
3737,36678500000000_3,0.29,Above Average,38.23
3738,56725500000000_38,0.29,Above Average,35.95
3739,33751900000000_45,0.29,Above Average,39.2
3740,19643300000000_57,0.29,Above Average,36.74
3741,16638800000000_113,0.29,Above Average,38.34
3742,30736400000000_114,0.29,Above Average,38.16
3743,33670300000000_215,0.29,Above Average,35.24
3744,19647300000000_307,0.29,Above Average,37.47
3745,56725500000000_340,0.29,Above Average,36.39
3746,19650500000000_357,0.29,Above Average,41.41
3747,19647300000000_483,0.29,Above Average,37.95
3748,19650500000000_492,0.29,Above Average,38.86
3749,33670300000000_570,0.29,Above Average,37.17
3751,56725500000000_812,0.29,Above Average,37.02
3752,33670300000000_844,0.29,Above Average,35.33
3753,33670300000000_886,0.29,Above Average,36.86
3754,36678500000000_912,0.29,Above Average,38.55
3755,19647300000000_931,0.29,Above Average,36.8
3756,19650500000000_1144,0.29,Above Average,39.53
3757,19651400000000_1146,0.29,Above Average,39.59
3759,33751900000000_1195,0.29,Above Average,38.97
3760,30736400000000_1252,0.29,Above Average,37.95
3761,36678500000000_1259,0.29,Above Average,40.22
3764,19647300000000_1329,0.29,Above Average,36.67
3766,33670300000000_1460,0.29,Above Average,36.99
3767,30666700000000_1491,0.29,Above Average,38.72
3768,56725500000000_1668,0.29,Above Average,36.61
3769,19650500000000_1691,0.29,Above Average,40.95
3772,19647300000000_1761,0.29,Above Average,36.58
3774,30666700000000_1769,0.29,Above Average,37.48
3775,19647300000000_1806,0.29,Above Average,38.1
3776,16639200000000_1876,0.29,Above Average,38.91
3777,30666700000000_1911,0.29,Above Average,36.99
3779,19650900000000_2020,0.29,Above Average,38.14
3780,30736400000000_2109,0.29,Above Average,36.41
3781,19651400000000_2457,0.29,Above Average,40.35
3782,19647300000000_2483,0.29,Above Average,37.72
3783,19651400000000_2549,0.29,Above Average,40.41
3786,33670300000000_2575,0.29,Above Average,36.64
3787,19647300000000_2594,0.29,Above Average,37.22
3788,19649100000000_2806,0.29,Above Average,38.91
3789,56725500000000_2891,0.29,Above Average,36.09
3790,56768300000000_2924,0.29,Above Average,37.49
3791,19734500000000_3127,0.29,Above Average,39.37
3794,19734500000000_3189,0.29,Above Average,39.42
3795,30665600000000_3219,0.29,Above Average,39.95
3796,19650600000000_3261,0.29,Above Average,35.21
3797,19647300000000_3281,0.29,Above Average,36.39
3800,33751900000000_3392,0.29,Above Average,39.66
3801,33751900000000_3396,0.29,Above Average,38.47
3802,54722000000000_3428,0.29,Above Average,39.72
3803,56725500000000_3539,0.29,Above Average,37.11
3804,33670300000000_3594,0.29,Above Average,36.83
3805,30736400000000_3643,0.29,Above Average,39.45
3806,19650900000000_3703,0.29,Above Average,37.58
3808,19649100000000_3726,0.29,Above Average,38.16
3809,19648300000000_3757,0.29,Above Average,40.55
3812,30666700000000_3802,0.29,Above Average,38.27
3813,33751900000000_3857,0.29,Above Average,38.97
4270,19644900000000_410,0.29,Above Average,37.7
4272,36678400000000_583,0.29,Above Average,37.59
4273,19734600000000_613,0.29,Above Average,38.17
4274,30665100000000_1622,0.29,Above Average,38.99
4276,19644900000000_1684,0.29,Above Average,38.43
4277,36676500000000_1782,0.29,Above Average,37.39
4370,19650900000000_328,0.29,Above Average,37.65
4371,19650600000000_339,0.29,Above Average,35.6
4372,19650900000000_569,0.29,Above Average,37.76
4373,19647300000000_1305,0.29,Above Average,38.21
4375,19650900000000_2343,0.29,Above Average,37.73
4376,33670300000000_3777,0.29,Above Average,36.22
2793,33669900000000_1,0.3,Above Average,38.28
2796,19650000000000_271,0.3,Above Average,39.91
2797,36678400000000_290,0.3,Above Average,36.41
2798,30666500000000_302,0.3,Above Average,38.35
2799,54718400000000_311,0.3,Above Average,40.28
2800,19734600000000_387,0.3,Above Average,37.28
2801,36676500000000_426,0.3,Above Average,37.9
2802,19734600000000_436,0.3,Above Average,38.22
2803,56737600000000_558,0.3,Above Average,38.42
2804,56726000000000_595,0.3,Above Average,39.91
2805,19734600000000_645,0.3,Above Average,37.72
2806,56738740000000_757,0.3,Above Average,41.02
2807,54718370000000_772,0.3,Above Average,40.22
2809,54722600000000_887,0.3,Above Average,36.91
2810,42692000000000_916,0.3,Above Average,35.83
2811,56737600000000_942,0.3,Above Average,37.6
2814,54722300000000_1086,0.3,Above Average,38.8
2815,33669900000000_1131,0.3,Above Average,38.53
2817,30666200000000_1497,0.3,Above Average,37.04
2818,54722600000000_1737,0.3,Above Average,38.26
2819,19646800000000_1799,0.3,Above Average,40.59
2820,36678800000000_1878,0.3,Above Average,38.92
2822,56726000000000_2019,0.3,Above Average,40.48
2823,56737600000000_2220,0.3,Above Average,36.53
2825,54722500000000_2338,0.3,Above Average,38.92
2828,19647700000000_2441,0.3,Above Average,38.51
2829,19651100000000_2496,0.3,Above Average,37.83
2830,19643000000000_2545,0.3,Above Average,37.24
2831,19645300000000_2554,0.3,Above Average,39.03
2832,36679600000000_2570,0.3,Above Average,37.72
2834,19644500000000_2655,0.3,Above Average,39.27
2836,19644900000000_2709,0.3,Above Average,38.59
2841,33671200000000_2947,0.3,Above Average,37.04
2842,56725600000000_2956,0.3,Above Average,33.42
2843,36678800000000_3001,0.3,Above Average,40.65
2844,30666500000000_3039,0.3,Above Average,38.64
2845,19643800000000_3060,0.3,Above Average,37.85
2846,56737600000000_3162,0.3,Above Average,37.97
2848,19646800000000_3307,0.3,Above Average,39.61
2849,56726000000000_3466,0.3,Above Average,40.22
2850,54722500000000_3485,0.3,Above Average,38.89
2851,19753400000000_3486,0.3,Above Average,33.86
2853,54105500000000_3542,0.3,Above Average,37.05
2854,56726000000000_3577,0.3,Above Average,40.89
2857,30666500000000_3583,0.3,Above Average,38.58
2858,54722600000000_3592,0.3,Above Average,37.64
2860,54722600000000_3788,0.3,Above Average,37.55
2869,54722300000000_3801,0.3,Above Average,38.02
3814,36676000000000_72,0.3,Above Average,36.36
3815,30736400000000_168,0.3,Above Average,38.73
3817,54722000000000_365,0.3,Above Average,40.34
3818,33670300000000_472,0.3,Above Average,35.28
3819,30736400000000_539,0.3,Above Average,38.58
3821,33670300000000_568,0.3,Above Average,35.52
3822,19649100000000_647,0.3,Above Average,36.89
3824,33751900000000_1253,0.3,Above Average,37.22
3826,19648800000000_1441,0.3,Above Average,39.78
3828,33751900000000_1448,0.3,Above Average,39.91
3829,16639200000000_1454,0.3,Above Average,39.82
3831,33669800000000_1636,0.3,Above Average,35.53
3832,19647300000000_1657,0.3,Above Average,37.8
3833,33670300000000_1696,0.3,Above Average,36.61
3834,19647300000000_1867,0.3,Above Average,37.42
3836,15633500000000_2302,0.3,Above Average,43.47
3837,16639300000000_2306,0.3,Above Average,39.83
3838,30665600000000_2395,0.3,Above Average,31.06
3839,19647300000000_2482,0.3,Above Average,36.59
3840,19645800000000_2568,0.3,Above Average,37.85
3841,19647300000000_2854,0.3,Above Average,36.61
3844,33751900000000_2911,0.3,Above Average,36.83
3845,19643300000000_3085,0.3,Above Average,36.78
3847,33670300000000_3345,0.3,Above Average,35.55
3848,33751900000000_3457,0.3,Above Average,37.7
3849,19647300000000_3497,0.3,Above Average,37.01
3850,19648300000000_3567,0.3,Above Average,39.55
3851,33752000000000_3631,0.3,Above Average,38.91
3852,19651400000000_3717,0.3,Above Average,39.59
3853,19651400000000_3779,0.3,Above Average,40.1
3854,16639200000000_3834,0.3,Above Average,39.33
4283,56726000000000_231,0.3,Above Average,41.42
4284,19644900000000_1187,0.3,Above Average,37.47
4287,19651100000000_1524,0.3,Above Average,38.27
4289,19734600000000_3353,0.3,Above Average,36.73
4292,30736500000000_3589,0.3,Above Average,38.91
4377,33670300000000_1099,0.3,Above Average,37.3
4378,19647300000000_1152,0.3,Above Average,37.55
2870,56737600000000_16,0.31,Above Average,38.6
2872,54722600000000_95,0.31,Above Average,38.49
2873,36678800000000_122,0.31,Above Average,38.67
2874,19646800000000_140,0.31,Above Average,39.08
2877,36678800000000_145,0.31,Above Average,39.4
2878,56737600000000_146,0.31,Above Average,37.9
2879,30666200000000_342,0.31,Above Average,37.71
2882,30666000000000_564,0.31,Above Average,34.41
2883,54722600000000_597,0.31,Above Average,39.92
2884,30736500000000_603,0.31,Above Average,36.08
2885,36678800000000_620,0.31,Above Average,38.91
2888,19646830000000_776,0.31,Above Average,38.89
2889,19644500000000_816,0.31,Above Average,38.27
2890,30666500000000_993,0.31,Above Average,37.14
2891,30664500000000_994,0.31,Above Average,37.85
2892,56726500000000_1031,0.31,Above Average,34.36
2893,54722600000000_1038,0.31,Above Average,40.14
2896,56737600000000_1135,0.31,Above Average,38.1
2897,54722600000000_1151,0.31,Above Average,39.27
2898,19644500000000_1209,0.31,Above Average,38.34
2899,36678400000000_1210,0.31,Above Average,37.59
2900,54722600000000_1281,0.31,Above Average,38.09
2901,56726000000000_1290,0.31,Above Average,40.03
2902,30736500000000_1391,0.31,Above Average,36.8
2904,30665100000000_1584,0.31,Above Average,39.11
2905,54722600000000_1585,0.31,Above Average,37.14
2907,33751800000000_1642,0.31,Above Average,39.72
2909,19644900000000_1671,0.31,Above Average,38.14
2910,26736700000000_1682,0.31,Above Average,30.97
2912,19651100000000_1760,0.31,Above Average,37.47
2913,56726000000000_1814,0.31,Above Average,39.3
2914,56737600000000_1844,0.31,Above Average,36.03
2915,19650000000000_2083,0.31,Above Average,38.16
2917,26102600000000_2394,0.31,Above Average,30.65
2919,19650400000000_2474,0.31,Above Average,37.53
2920,42767900000000_2492,0.31,Above Average,36.08
2922,56737600000000_2593,0.31,Above Average,36.16
2923,56739400000000_2783,0.31,Above Average,36.2
2924,56724500000000_2819,0.31,Above Average,38.49
2925,19644500000000_2853,0.31,Above Average,38.1
2927,19648400000000_2921,0.31,Above Average,35.97
2928,19644500000000_2963,0.31,Above Average,38.21
2929,36678800000000_3093,0.31,Above Average,38.22
2932,42767900000000_3111,0.31,Above Average,35.58
2933,30665100000000_3333,0.31,Above Average,36.14
2934,19650000000000_3430,0.31,Above Average,39.34
2935,36678800000000_3437,0.31,Above Average,36.68
2937,56737600000000_3693,0.31,Above Average,37.3
2939,56737600000000_3723,0.31,Above Average,37.66
