Order,UID,School_ID,CDS_Code,char_prem_id,NDVI_median,Percent_Water,Percent_Developed,Percent_Forest,Percent_Pasture,Percent_LandCoverTotal,Land_Surface_Temp,Year_built,Median_income_BG,Percent_FRPM,StudentEnrollment_mean,Staff,Student_Staff_Ratio,Diversity_Index,Students_with_Disabilities,Asthma_Rates,COVID_infections,Pollution_Burden,Chronic_Absenteeism,EEM,EE_Retrofit_Type,retrofit,ndvi_median_binary,retrofit_and_ndvi,Average_NDVI_median
2129,30666200000000_3710,30666200000000_3710,3.06662E+13,6721458,0.24,0,99.6,0,0.4,100,39.23,NA,NA,10,NA,18.26,NA,NA,NA,36.65,22.48,61.45,21.95,NA,NA,0,1,0,NA
2130,30666200000000_3711,30666200000000_3711,3.06662E+13,1289193,0.24,0,100,0,0,100,39.33,NA,NA,10,NA,18.26,NA,NA,NA,36.65,22.48,61.45,21.95,NA,NA,0,1,0,NA
2131,36677100000000_3718,36677100000000_3718,3.66771E+13,7063538,0.24,0,100,0,0,100,40.08,NA,NA,82,NA,13.62,NA,NA,NA,62.8,34.44,41.67,27.4,NA,NA,0,1,0,NA
2132,33670800000000_3719,33670800000000_3719,3.36708E+13,6400576,0.24,0,74.43,0,25.57,100,39.72,NA,NA,92,NA,57.25,NA,NA,NA,50.53,31.72,32.39,33.15,NA,NA,0,1,0,NA
2133,30666100000000_3724,30666100000000_3724,3.06661E+13,2674884,0.24,0,99.23,0,0.77,100,36.05,NA,79159,35,NA,20.14,NA,NA,NA,28.23,22.48,51.36,27.45,NA,NA,0,1,0,NA
2134,56726000000000_3733,56726000000000_3733,5.6726E+13,6440004,0.24,0,96.89,0,3.11,100,41.72,NA,130966,60,NA,8.56,NA,NA,NA,48.64,26.69,39.19,15.3,NA,NA,0,1,0,NA
2135,19647200000000_3780,19647200000000_3780,1.96472E+13,7553467,0.24,0,99.65,0,0.35,100,39.27,NA,80750,71,NA,15.64,NA,NA,NA,57.55,34.92,56.98,26.25,NA,NA,0,1,0,NA
2136,19647200000000_3781,19647200000000_3781,1.96472E+13,6468669,0.24,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,39.27,NA,80750,71,NA,15.64,NA,NA,NA,57.55,34.92,56.98,26.25,NA,NA,0,1,0,NA
2137,19644400000000_3840,19644400000000_3840,1.96444E+13,4808448,0.24,0,100,0,0,100,38.36,NA,NA,70,NA,38,NA,NA,NA,36.78,34.92,57.32,21.55,NA,NA,0,1,0,NA
2138,33670600000000_11,33670600000000_11,3.36706E+13,4693569,0.25,0,100,0,0,100,43.05,1980,33269,91,NA,13.61,NA,NA,NA,16.96,31.72,26.61,33.65,NA,NA,0,1,0,NA
2139,19642800000000_51,19642800000000_51,1.96428E+13,6509787,0.25,0,94.75,0,5.25,100,39.07,1954,88164,75,NA,10.74,NA,NA,NA,46.29,34.92,49.6,14.6,NA,NA,0,1,0,NA
2140,36678200000000_124,36678200000000_124,3.66782E+13,6852350,0.25,0,93.72,0,6.28,100,38.91,1965,89943,71,NA,12.96,NA,NA,NA,55.97,34.44,45.72,16.85,NA,NA,0,1,0,NA
2141,36678200000000_127,36678200000000_127,3.66782E+13,243166,0.25,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,38.91,1965,89943,71,NA,12.96,NA,NA,NA,55.97,34.44,45.72,16.85,NA,NA,0,1,0,NA
2142,33752400000000_153,33752400000000_153,3.37524E+13,9785634,0.25,0,81.72,0,18.28,100,39.97,1924,NA,80,NA,13.39,NA,NA,NA,57.29,31.72,23.16,23.75,NA,NA,0,1,0,NA
2143,36750700000000_160,36750700000000_160,3.67507E+13,9364058,0.25,0,99.92,0,0.08,100,38.41,NA,69225,86,NA,16.17,NA,NA,NA,70.09,34.44,45.74,46.15,NA,NA,0,1,0,NA
2144,33670800000000_187,33670800000000_187,3.36708E+13,7424849,0.25,0,93.88,0,6.12,100,40.23,1992,64875,92,NA,32.5,NA,NA,NA,69.41,31.72,26.22,36.65,NA,NA,0,1,0,NA
2145,33671200000000_200,33671200000000_200,3.36712E+13,1340533,0.25,0,97.55,0,2.45,100,38.43,NA,90183,49,NA,25.5,NA,NA,NA,44.23,31.72,37.59,15.3,NA,NA,0,1,0,NA
2146,33671200000000_201,33671200000000_201,3.36712E+13,6940811,0.25,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,38.43,NA,90183,49,NA,25.5,NA,NA,NA,44.23,31.72,37.59,15.3,NA,NA,0,1,0,NA
2147,33671200000000_202,33671200000000_202,3.36712E+13,9370829,0.25,5.77,94.23,0,0,100,37.69,NA,90183,49,NA,25.5,NA,NA,NA,44.23,31.72,37.59,15.3,NA,NA,0,1,0,NA
2148,19648100000000_203,19648100000000_203,1.96481E+13,8466,0.25,0,98.1,0,1.9,100,40.35,2016,54333,68,NA,16.7,NA,NA,NA,34.52,34.92,54.83,16.2,NA,NA,0,1,0,NA
2149,19648100000000_204,19648100000000_204,1.96481E+13,33794,0.25,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,40.35,2016,54333,68,NA,16.7,NA,NA,NA,34.52,34.92,54.83,16.2,NA,NA,0,1,0,NA
2150,19648100000000_205,19648100000000_205,1.96481E+13,1416218,0.25,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,40.35,2016,54333,68,NA,16.7,NA,NA,NA,34.52,34.92,54.83,16.2,NA,NA,0,1,0,NA
2151,19643000000000_207,19643000000000_207,1.9643E+13,1772255,0.25,0,100,0,0,100,37.95,NA,97604,90,NA,2,NA,NA,NA,61.64,34.92,49.58,46.9,NA,NA,0,1,0,NA
2152,19644400000000_213,19644400000000_213,1.96444E+13,628112,0.25,0,100,0,0,100,38.95,1955,NA,70,NA,15.64,NA,NA,NA,44.37,34.92,52.22,18.85,NA,NA,0,1,0,NA
2153,36678800000000_361,36678800000000_361,3.66788E+13,10337478,0.25,1.36,96.24,0,2.4,100,40.85,NA,36583,88,NA,11.22,NA,NA,NA,129.95,34.44,45.52,48.35,NA,NA,0,1,0,NA
2154,19734400000000_380,19734400000000_380,1.97344E+13,10288237,0.25,0,99.2,0,0.8,100,39.45,NA,47604,89,NA,10.6,NA,NA,NA,120.42,34.92,64.43,33.4,NA,NA,0,1,0,NA
2155,19643800000000_396,19643800000000_396,1.96438E+13,986132,0.25,0,98.25,0,1.75,100,39.2,1969,82125,65,NA,19.94,NA,NA,NA,46.73,34.92,43.63,23.05,NA,NA,0,1,0,NA
2156,36678200000000_405,36678200000000_405,3.66782E+13,9126040,0.25,0,100,0,0,100,38.26,NA,58423,71,NA,14.29,NA,NA,NA,52.09,34.44,66.31,13.8,NA,NA,0,1,0,NA
2157,30666100000000_527,30666100000000_527,3.06661E+13,1102835,0.25,0,100,0,0,100,36.14,1965,133438,35,NA,20.39,NA,NA,NA,39.42,22.48,46.62,19.3,NA,NA,0,1,0,NA
2158,36103600000000_540,36103600000000_540,3.61036E+13,1073475,0.25,0,100,0,0,100,37.92,2004,64857,86,NA,42.73,NA,NA,NA,21.67,34.44,42.29,64.05,NA,NA,0,1,0,NA
2159,36103600000000_541,36103600000000_541,3.61036E+13,6778875,0.25,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,37.92,2004,64857,86,NA,42.73,NA,NA,NA,21.67,34.44,42.29,64.05,NA,NA,0,1,0,NA
2160,19734400000000_543,19734400000000_543,1.97344E+13,4870890,0.25,0,100,0,0,100,39.64,2015,69145,89,NA,13.63,NA,NA,NA,131.07,34.92,54,15.45,NA,NA,0,1,0,NA
2161,19734400000000_544,19734400000000_544,1.97344E+13,6724896,0.25,0,98.72,0,1.28,100,40.01,1896,31607,89,NA,46.95,NA,NA,NA,86.77,34.92,76.44,36,NA,NA,0,1,0,NA
2162,19648400000000_571,19648400000000_571,1.96484E+13,2085659,0.25,0,99.44,0,0.56,100,39.05,1993,81786,81,NA,15.13,NA,NA,NA,57.55,34.92,51.48,24.05,NA,NA,0,1,0,NA
2163,19647200000000_589,19647200000000_589,1.96472E+13,7072987,0.25,0,100,0,0,100,39.11,NA,87000,71,NA,7.21,NA,NA,NA,47.04,34.92,57.22,31.8,NA,NA,0,1,0,NA
2164,19647200000000_590,19647200000000_590,1.96472E+13,7072988,0.25,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,39.11,NA,87000,71,NA,7.21,NA,NA,NA,47.04,34.92,57.22,31.8,NA,NA,0,1,0,NA
2165,56726520000000_679,56726520000000_679,5.672652e+13,6158916,0.25,23.48,70.68,0,5.84,100,33.66,NA,NA,0,NA,NA,NA,NA,NA,53.83,26.69,44.95,20.8,NA,NA,0,1,0,NA
2166,36676780000000_801,36676780000000_801,3.667678e+13,10282976,0.25,0,100,0,0,100,37.95,NA,72411,0,897,NA,NA,NA,129,45.64,34.44,45.2,18.05,NA,NA,0,1,0,NA
2167,30665200000000_831,30665200000000_831,3.06652E+13,7022110,0.25,0,100,0,0,100,37.02,NA,86319,66,NA,19.94,NA,NA,NA,38.91,22.48,41.2,10.7,NA,NA,0,1,0,NA
2168,30666000000000_855,30666000000000_855,3.0666E+13,6595425,0.25,0,100,0,0,100,37.39,2006,74000,23,NA,8.11,NA,NA,NA,32.3,22.48,48.25,4.65,NA,NA,0,1,0,NA
2169,19734400000000_930,19734400000000_930,1.97344E+13,6724895,0.25,0,100,0,0,100,39.92,1955,31607,89,NA,17.54,NA,NA,NA,86.77,34.92,76.44,16.7,NA,NA,0,1,0,NA
2170,19649300000000_937,19649300000000_937,1.96493E+13,1047146,0.25,0,97.53,0,2.47,100,39.4,1948,50057,70,NA,16.18,NA,NA,NA,35.75,34.92,69.48,5.85,NA,NA,0,1,0,NA
2171,19648400000000_958,19648400000000_958,1.96484E+13,5928622,0.25,0,99.76,0,0.24,100,39.11,NA,93229,81,NA,11.23,NA,NA,NA,35.39,34.92,43.8,14.3,NA,NA,0,1,0,NA
2172,36677100000000_1023,36677100000000_1023,3.66771E+13,6784655,0.25,0,100,0,0,100,39.16,NA,NA,82,NA,28.3,NA,NA,NA,39.51,34.44,46.85,25.25,NA,NA,0,1,0,NA
2173,36677100000000_1024,36677100000000_1024,3.66771E+13,6784657,0.25,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,39.16,NA,NA,82,NA,28.3,NA,NA,NA,39.51,34.44,46.85,25.25,NA,NA,0,1,0,NA
2174,19734400000000_1033,19734400000000_1033,1.97344E+13,6697594,0.25,0,98.77,0,1.23,100,39.45,NA,84851,89,NA,12.91,NA,NA,NA,83.19,34.92,49.76,23.85,NA,NA,0,1,0,NA
2175,19646300000000_1043,19646300000000_1043,1.96463E+13,1295889,0.25,0,100,0,0,100,37.73,NA,130559,49,NA,10.13,NA,NA,NA,55.46,34.92,45.82,28.55,NA,NA,0,1,0,NA
2176,30665200000000_1103,30665200000000_1103,3.06652E+13,1726277,0.25,1.06,98.94,0,0,100,37.89,NA,95625,66,NA,9.29,NA,NA,NA,42.9,22.48,40.94,17.65,NA,NA,0,1,0,NA
2177,30664600000000_1158,30664600000000_1158,3.06646E+13,9424941,0.25,0.64,98.8,0,0.56,100,38.03,NA,122679,58,NA,17.01,NA,NA,NA,50.87,22.48,50.52,11.7,NA,NA,0,1,0,NA
2178,36750500000000_1159,36750500000000_1159,3.67505E+13,7056581,0.25,5.18,65.18,0,29.64,100,41.65,NA,90000,83,1527.5,91.62,16.67,NA,NA,52.57,34.92,37.11,NA,NA,NA,0,1,0,NA
2179,33670900000000_1189,33670900000000_1189,3.36709E+13,1455039,0.25,0,76.61,0,23.39,100,40.2,1992,84805,48,NA,11.61,NA,NA,NA,38.86,31.72,63.21,21.65,NA,NA,0,1,0,NA
2180,33669900000000_1295,33669900000000_1295,3.36699E+13,10251652,0.25,0,20.97,0,79.03,100,41.52,1949,36750,89,NA,19.78,NA,NA,NA,101.72,31.72,51.02,41.15,NA,NA,0,1,0,NA
2181,19643000000000_1415,19643000000000_1415,1.9643E+13,6672362,0.25,0,100,0,0,100,41.04,NA,75625,90,NA,10.49,NA,NA,NA,42.57,34.92,71.36,22.9,NA,NA,0,1,0,NA
2182,19648400000000_1490,19648400000000_1490,1.96484E+13,7052739,0.25,0,98.27,0,1.73,100,38.46,NA,83571,81,NA,20.29,NA,NA,NA,57.55,34.92,46.59,13,NA,NA,0,1,0,NA
2183,19734400000000_1532,19734400000000_1532,1.97344E+13,5730701,0.25,0,100,0,0,100,39.77,1925,130250,89,NA,17.13,NA,NA,NA,92.82,34.92,68.8,26.75,NA,NA,0,1,0,NA
2184,36678200000000_1561,36678200000000_1561,3.66782E+13,6838496,0.25,0,98.72,0,1.28,100,38.36,NA,84643,71,NA,12.11,NA,NA,NA,62.92,34.44,43.56,19.1,NA,NA,0,1,0,NA
2185,30666100000000_1639,30666100000000_1639,3.06661E+13,7066251,0.25,0,97.77,0,2.23,100,35.88,NA,77500,35,NA,19.69,NA,NA,NA,23.47,22.48,48.4,26.15,NA,NA,0,1,0,NA
2186,19650400000000_1746,19650400000000_1746,1.96504E+13,5996793,0.25,0,99.9,0,0.1,100,38.64,1937,75000,88,NA,14.19,NA,NA,NA,47.14,34.92,50.72,19.45,NA,NA,0,1,0,NA
2187,19650400000000_1747,19650400000000_1747,1.96504E+13,7032090,0.25,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,38.64,1937,75000,88,NA,14.19,NA,NA,NA,47.14,34.92,50.72,19.45,NA,NA,0,1,0,NA
2188,19650400000000_1748,19650400000000_1748,1.96504E+13,7032091,0.25,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,38.64,1937,75000,88,NA,14.19,NA,NA,NA,47.14,34.92,50.72,19.45,NA,NA,0,1,0,NA
2189,30665200000000_1788,30665200000000_1788,3.06652E+13,1717481,0.25,0,100,0,0,100,37.52,NA,47813,66,NA,10.22,NA,NA,NA,36.99,22.48,42.28,14.6,NA,NA,0,1,0,NA
2190,19647700000000_1794,19647700000000_1794,1.96477E+13,9861205,0.25,0,100,0,0,100,39.2,NA,37589,39,NA,19.07,NA,NA,NA,62.82,34.92,59.47,43.3,NA,NA,0,1,0,NA
2191,19648100000000_1813,19648100000000_1813,1.96481E+13,7059391,0.25,0,98.7,0,1.3,100,40.64,NA,NA,68,NA,26.47,NA,NA,NA,35.41,34.92,40.26,0.3,NA,NA,0,1,0,NA
2192,30665200000000_1859,30665200000000_1859,3.06652E+13,6522347,0.25,0,98.23,0,1.77,100,37.52,NA,97083,66,NA,7.01,NA,NA,NA,37.07,22.48,35.75,47.45,NA,NA,0,1,0,NA
2193,19753300000000_1930,19753300000000_1930,1.97533E+13,8913053,0.25,0,100,0,0,100,34.96,NA,165500,3,NA,26.38,NA,NA,NA,12.44,34.92,56.04,4.7,NA,NA,0,1,0,NA
2194,33672300000000_1954,33672300000000_1954,3.36723E+13,9948311,0.25,1.9,84.98,0,13.12,100,38.79,2007,NA,71,NA,20.18,NA,NA,NA,40.53,31.72,33.33,18.4,NA,NA,0,1,0,NA
2195,33671200000000_1963,33671200000000_1963,3.36712E+13,6354977,0.25,0,93.63,0,6.37,100,41.08,NA,77955,49,NA,14.17,NA,NA,NA,56.33,31.72,29.63,31.25,NA,NA,0,1,0,NA
2196,33671200000000_1964,33671200000000_1964,3.36712E+13,7973921,0.25,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,41.08,NA,77955,49,NA,14.17,NA,NA,NA,56.33,31.72,29.63,31.25,NA,NA,0,1,0,NA
2197,15638300000000_2015,15638300000000_2015,1.56383E+13,9506841,0.25,0,48.96,0,51.04,100,39.97,NA,NA,29,NA,0.75,NA,NA,NA,62.2,27.08,43.26,96.35,NA,NA,0,1,0,NA
2198,36677900000000_2075,36677900000000_2075,3.66779E+13,1079068,0.25,0,99.36,0,0.64,100,38.03,NA,92321,54,NA,16.38,NA,NA,NA,54.05,34.44,57.86,25.65,NA,NA,0,1,0,NA
2199,36677900000000_2076,36677900000000_2076,3.66779E+13,7025489,0.25,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,38.03,NA,92321,54,NA,16.38,NA,NA,NA,54.05,34.44,57.86,25.65,NA,NA,0,1,0,NA
2200,15638300000000_2139,15638300000000_2139,1.56383E+13,976923,0.25,0,2.94,0,97.06,100,39.59,1993,NA,29,NA,NA,NA,NA,NA,62.2,27.08,43.26,NA,NA,NA,0,1,0,NA
2201,54718400000000_2153,54718400000000_2153,5.47184E+13,1453795,0.25,0,98.62,0,1.38,100,40.91,2010,33313,80,NA,NA,NA,NA,NA,61.64,28.45,45.9,NA,NA,NA,0,1,0,NA
2202,15638300000000_2184,15638300000000_2184,1.56383E+13,2688826,0.25,0,100,0,0,100,39.34,1993,NA,29,NA,NA,NA,NA,NA,62.2,27.08,43.26,NA,NA,NA,0,1,0,NA
2203,54720700000000_2221,54720700000000_2221,5.47207E+13,6400286,0.25,0,100,0,0,100,40.09,NA,38515,0,NA,NA,NA,NA,NA,61.64,28.45,46.22,NA,NA,NA,0,1,0,NA
2204,19649200000000_2236,19649200000000_2236,1.96492E+13,6618575,0.25,0,99.79,0,0.21,100,34.82,NA,NA,0,NA,NA,NA,NA,NA,20.23,34.92,40.91,NA,NA,NA,0,1,0,NA
2205,19647700000000_2242,19647700000000_2242,1.96477E+13,6711983,0.25,0,100,0,0,100,39.14,NA,65179,39,NA,NA,NA,NA,NA,67.6,34.92,67.58,NA,NA,NA,0,1,0,NA
2206,54720700000000_2251,54720700000000_2251,5.47207E+13,6742788,0.25,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,40.09,NA,38515,0,NA,NA,NA,NA,NA,61.64,28.45,46.22,NA,NA,NA,0,1,0,NA
2207,54720700000000_2254,54720700000000_2254,5.47207E+13,6742793,0.25,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,40.09,NA,38515,0,NA,NA,NA,NA,NA,61.64,28.45,46.22,NA,NA,NA,0,1,0,NA
2208,54720700000000_2255,54720700000000_2255,5.47207E+13,6742794,0.25,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,40.09,NA,38515,0,NA,NA,NA,NA,NA,61.64,28.45,46.22,NA,NA,NA,0,1,0,NA
2209,19647900000000_2274,19647900000000_2274,1.96479E+13,6884680,0.25,0,100,0,0,100,39.3,NA,58657,61,NA,NA,NA,NA,NA,46.9,34.92,68.87,NA,NA,NA,0,1,0,NA
2210,33671700000000_2276,33671700000000_2276,3.36717E+13,6904630,0.25,0,98.89,0,1.11,100,44.53,2000,66750,96,NA,NA,NA,NA,NA,49.27,31.72,21.81,NA,NA,NA,0,1,0,NA
2211,33672000000000_2369,33672000000000_2369,3.3672E+13,9441630,0.25,0,56.51,0,43.49,100,44.09,NA,NA,69,NA,NA,NA,NA,NA,56.63,31.72,49.95,NA,NA,NA,0,1,0,NA
2212,19647900000000_2461,19647900000000_2461,1.96479E+13,5885158,0.25,0,100,0,0,100,39.27,NA,58657,61,NA,NA,NA,NA,NA,46.9,34.92,68.87,NA,NA,NA,0,1,0,NA
2213,54720700000000_2491,54720700000000_2491,5.47207E+13,6738468,0.25,0,100,0,0,100,40.05,NA,29299,0,NA,NA,NA,NA,NA,61.64,28.45,44.85,NA,NA,NA,0,1,0,NA
2214,19647900000000_2507,19647900000000_2507,1.96479E+13,6884679,0.25,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,39.3,NA,58657,61,NA,NA,NA,NA,NA,46.9,34.92,68.87,NA,NA,NA,0,1,0,NA
2215,19770200000000_2521,19770200000000_2521,1.97702E+13,7024015,0.25,0,100,0,0,100,37.77,2016,80739,0,NA,NA,NA,NA,NA,61.64,34.92,49.58,NA,NA,NA,0,1,0,NA
2216,19753400000000_2556,19753400000000_2556,1.97534E+13,8600352,0.25,0,100,0,0,100,33.91,2008,169403,22,NA,0.75,NA,NA,NA,16.47,34.92,49.83,93.3,NA,NA,0,1,0,NA
2217,30665300000000_2584,30665300000000_2584,3.06653E+13,250075,0.25,0,100,0,0,100,34.26,NA,129750,30,NA,NA,NA,NA,42,27.13,22.48,44.02,NA,NA,NA,0,1,0,NA
2218,19645300000000_2613,19645300000000_2613,1.96453E+13,9301177,0.25,0,100,0,0,100,38.98,NA,85952,76,NA,23.38,NA,NA,NA,57.49,34.92,57.74,18.75,NA,NA,0,1,0,NA
2219,30665200000000_2646,30665200000000_2646,3.06652E+13,1368450,0.25,0,100,0,0,100,37.64,1992,54865,66,NA,28.2,NA,NA,NA,45.41,22.48,52.57,21.4,NA,NA,0,1,0,NA
2220,19753300000000_2722,19753300000000_2722,1.97533E+13,6565212,0.25,0,100,0,0,100,33.64,NA,227857,3,NA,26.38,NA,NA,NA,13.27,34.92,47.34,3.65,NA,NA,0,1,0,NA
2221,19648100000000_2849,19648100000000_2849,1.96481E+13,10260316,0.25,0,98.88,0,1.12,100,39.36,NA,81458,68,NA,9.89,NA,NA,NA,35.93,34.92,66.91,11.35,NA,NA,0,1,0,NA
2222,19643000000000_2875,19643000000000_2875,1.9643E+13,7024014,0.25,0,100,0,0,100,37.92,NA,97604,90,NA,9.38,NA,NA,NA,61.64,34.92,49.58,29.4,NA,NA,0,1,0,NA
2223,19643000000000_2876,19643000000000_2876,1.9643E+13,8970655,0.25,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,37.92,NA,97604,90,NA,9.38,NA,NA,NA,61.64,34.92,49.58,29.4,NA,NA,0,1,0,NA
2224,19734400000000_3012,19734400000000_3012,1.97344E+13,7023970,0.25,0,100,0,0,100,40.14,NA,NA,89,NA,13.35,NA,NA,NA,131.07,34.92,54,7.15,NA,NA,0,1,0,NA
2225,19734400000000_3014,19734400000000_3014,1.97344E+13,755820,0.25,0,100,0,0,100,39.89,NA,66648,89,NA,14.36,NA,NA,NA,95.67,34.92,50.51,29.1,NA,NA,0,1,0,NA
2226,19734400000000_3016,19734400000000_3016,1.97344E+13,1739066,0.25,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,39.89,NA,66648,89,NA,14.36,NA,NA,NA,95.67,34.92,50.51,29.1,NA,NA,0,1,0,NA
2227,19647700000000_3026,19647700000000_3026,1.96477E+13,1658500,0.25,0,100,0,0,100,38.96,NA,51991,39,NA,31.45,NA,NA,NA,56.87,34.92,50.59,34,NA,NA,0,1,0,NA
2228,33670900000000_3066,33670900000000_3066,3.36709E+13,7025739,0.25,0,96.5,0,3.5,100,38.61,1958,NA,48,NA,14.08,NA,NA,NA,57.33,31.72,52.7,35.75,NA,NA,0,1,0,NA
2229,33670900000000_3067,33670900000000_3067,3.36709E+13,7025731,0.25,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,38.61,1958,NA,48,NA,14.08,NA,NA,NA,57.33,31.72,52.7,35.75,NA,NA,0,1,0,NA
2230,30665300000000_3071,30665300000000_3071,3.06653E+13,6571677,0.25,0,100,0,0,100,35.08,NA,130000,30,NA,15.35,NA,NA,42,31.91,22.48,33.24,5.7,NA,NA,0,1,0,NA
2231,30665300000000_3072,30665300000000_3072,3.06653E+13,8935801,0.25,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,35.08,NA,130000,30,NA,15.35,NA,NA,42,31.91,22.48,33.24,5.7,NA,NA,0,1,0,NA
2232,33671200000000_3158,33671200000000_3158,3.36712E+13,847706,0.25,0,68.81,0,31.19,100,36.92,1992,67891,49,NA,20.38,NA,NA,NA,54,31.72,44.7,26.15,NA,NA,0,1,0,NA
2233,19643000000000_3253,19643000000000_3253,1.9643E+13,1023598,0.25,0,100,0,0,100,37.77,NA,97604,90,NA,8.1,NA,NA,NA,61.64,34.92,49.58,73.85,NA,NA,0,1,0,NA
2234,19643000000000_3254,19643000000000_3254,1.9643E+13,2755383,0.25,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,37.77,NA,97604,90,NA,8.1,NA,NA,NA,61.64,34.92,49.58,73.85,NA,NA,0,1,0,NA
2235,19643000000000_3255,19643000000000_3255,1.9643E+13,6468513,0.25,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,37.77,NA,97604,90,NA,8.1,NA,NA,NA,61.64,34.92,49.58,73.85,NA,NA,0,1,0,NA
2236,36677100000000_3313,36677100000000_3313,3.66771E+13,9909285,0.25,0,98.58,0,1.42,100,37.47,2006,NA,82,NA,79.42,NA,NA,NA,35.54,34.44,42.51,20.85,NA,NA,0,1,0,NA
2237,36677100000000_3314,36677100000000_3314,3.66771E+13,9913400,0.25,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,37.47,2006,NA,82,NA,79.42,NA,NA,NA,35.54,34.44,42.51,20.85,NA,NA,0,1,0,NA
2238,19643000000000_3331,19643000000000_3331,1.9643E+13,10147282,0.25,0,100,0,0,100,41.05,NA,NA,90,NA,11.17,NA,NA,NA,41.82,34.92,59.35,18.3,NA,NA,0,1,0,NA
2239,19644500000000_3347,19644500000000_3347,1.96445E+13,5913640,0.25,0,100,0,0,100,38.52,NA,NA,75,NA,20.58,NA,NA,NA,40.17,34.92,52.96,26,NA,NA,0,1,0,NA
2240,30103100000000_3451,30103100000000_3451,3.01031E+13,1483798,0.25,0,100,0,0,100,38.84,2018,83403,83,183.5,17.25,10.64,NA,NA,27.92,22.48,57.04,NA,NA,NA,0,1,0,NA
2241,30103100000000_3452,30103100000000_3452,3.01031E+13,2234864,0.25,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,38.84,2018,83403,83,183.5,17.25,10.64,NA,NA,27.92,22.48,57.04,NA,NA,NA,0,1,0,NA
2242,30103100000000_3453,30103100000000_3453,3.01031E+13,2979447,0.25,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,38.91,2018,83403,83,183.5,17.25,10.64,NA,NA,27.92,22.48,57.04,NA,NA,NA,0,1,0,NA
2243,30103100000000_3454,30103100000000_3454,3.01031E+13,4546979,0.25,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,39.09,2018,91263,83,183.5,17.25,10.64,NA,NA,27.92,22.48,57.04,NA,NA,NA,0,1,0,NA
2244,30103100000000_3455,30103100000000_3455,3.01031E+13,6719673,0.25,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,39.09,2018,91263,83,183.5,17.25,10.64,NA,NA,27.92,22.48,57.04,NA,NA,NA,0,1,0,NA
2245,33670800000000_3568,33670800000000_3568,3.36708E+13,6947434,0.25,0,77.04,0,22.96,100,39.23,NA,65323,92,NA,28.35,NA,NA,NA,69.41,31.72,26.36,35.4,NA,NA,0,1,0,NA
2246,30665500000000_3580,30665500000000_3580,3.06655E+13,1106525,0.25,0,100,0,0,100,35.55,NA,122054,32,NA,7.12,NA,NA,NA,31.49,22.48,46.49,44.3,NA,NA,0,1,0,NA
2247,33670900000000_3582,33670900000000_3582,3.36709E+13,4623017,0.25,0,92.8,0,7.2,100,38.29,1959,86344,48,NA,13.05,NA,NA,NA,51.79,31.72,52.21,24.95,NA,NA,0,1,0,NA
2248,19734600000000_3588,19734600000000_3588,1.97346E+13,330196,0.25,0,98.48,0,1.52,100,38.58,NA,87688,21,NA,11.55,NA,NA,NA,26.46,34.92,40.7,6.05,NA,NA,0,1,0,NA
2249,33671200000000_3626,33671200000000_3626,3.36712E+13,9356041,0.25,0,86.12,0,13.88,100,40.9,2002,63616,49,NA,55.91,NA,NA,NA,58.75,31.72,23.97,25.45,NA,NA,0,1,0,NA
