,School_ID,NDVI_median,Percent_Water,Percent_Developed,Percent_Forest,Percent_Pasture,Land_Surface_Temp,Year_built,Median_income_BG,Percent_FRPM,Staff,Diversity_Index,Students_with_Disabilities,Asthma_Rates,COVID_infections,Pollution_Burden,Chronic_Absenteeism,retrofit,ndvi_median_binary,retrofit_and_ndvi,income,School_Type
2280,30736500000000_2628,0.32,0,97.34,0,2.66,36.77,2002,106080,19,19.54,0.63,1894.5,30,22.48,60.93,15.2,0,1,0,medium income,Control School
2281,19734600000000_2861,0.32,0,84.23,1.44,14.33,36.92,1993,90357,21,14.9,0.56,38.5,27.84,34.92,47.75,5.9,0,1,0,medium income,Control School
2282,54722600000000_3061,0.32,0,100,0,0,36.83,1948,66547,71,13.45,0.63,361.5,46.26,28.45,55.39,27.8,0,1,0,medium income,Control School
2283,54721300000000_3275,0.32,1.67,37.63,0,60.7,39.09,1920,89922,50,13.45,0.63,241,53.79,28.45,46.41,15.35,0,1,0,medium income,Control School
2284,56737600000000_3438,0.32,0,100,0,0,37.91,1998,90500,40,39,0.63,205,25.61,26.69,35.08,12.6,0,1,0,medium income,Control School
2285,30666200000000_3603,0.32,0,100,0,0,37.91,2007,103563,10,74.33,0.56,241,14.42,22.48,40.98,12.85,0,1,0,medium income,Control School
2286,54723000000000_3836,0.32,0,91.89,0,8.11,40.46,1960,66503,92,19.35,0.63,16,43.64,28.45,54.75,15.3,0,1,0,medium income,Control School
2287,54722560000000_771,0.33,0,100,0,0,36.85,1949,114044,43,34.99,0.61,164,45.33,28.45,57.3,27.85,0,1,0,medium income,Control School
2288,30736500000000_861,0.33,0,97.36,0,2.64,37.61,1980,79412,19,11.45,0.57,1523.5,21.1,22.48,42.21,10.2,0,1,0,medium income,Control School
2289,36678800000000_1288,0.33,0,98.41,0,1.59,38.46,1954,74375,88,16.32,0.63,42.5,71.88,34.44,39.73,32.25,0,1,0,medium income,Control School
2290,19642600000000_1299,0.33,0,100,0,0,37.05,1992,76953,27,14.5,0.63,42.5,15.78,34.92,37.72,5.2,0,1,0,medium income,Control School
2291,54722600000000_1338,0.33,0,100,0,0,38.89,1992,86798,71,9.75,0.63,241,46.02,28.45,61.75,22.95,0,1,0,medium income,Control School
2292,54722600000000_1342,0.33,0,92.32,0,7.68,37.65,1992,110129,71,9.75,0.63,241,45.05,28.45,50.98,22.95,0,1,0,medium income,Control School
2293,19102000000000_1388,0.33,0,87.74,0,12.26,37.34,1993,81458,100,5.5,0.61,1894.5,38.82,34.92,69.41,8.6,0,1,0,medium income,Control School
2294,33103300000000_1453,0.33,0,86.28,0,13.72,38.78,1999,98750,65,18.31,0.63,1894.5,27.33,31.72,39.75,16.55,0,1,0,medium income,Control School
2295,56737600000000_1620,0.33,0,100,0,0,37.52,2003,112083,40,11.15,0.61,220,22.52,26.69,35.49,12.3,0,1,0,medium income,Control School
2296,56737600000000_1621,0.33,6.41,56.05,0,35.59,37.52,1997,112083,40,11.15,0.63,42.5,22.52,26.69,35.49,12.3,0,1,0,medium income,Control School
2297,56737600000000_1780,0.33,0.48,74.98,0.56,23.99,37.91,1911,89327,40,17.89,0.63,42.5,17.26,26.69,34.89,10.75,0,1,0,medium income,Control School
2298,56737600000000_1819,0.33,0,85.05,0,14.95,36.71,1999,113750,40,18.36,0.63,32.5,25.61,26.69,35.07,14.1,0,1,0,medium income,Control School
2299,36750700000000_1822,0.33,0,100,0,0,36.36,1978,86369,86,18.02,0.63,14.5,61.55,34.44,40.1,16.35,0,1,0,medium income,Control School
2300,36679000000000_2564,0.33,0,99.56,0,0.44,36.7,1949,67349,0,74.33,0.47,1894.5,68.71,34.44,52.08,15.55,0,1,0,medium income,Control School
2301,19651100000000_2699,0.33,0,99.21,0,0.79,37.61,1966,90000,77,18,0.63,336,48.48,34.92,56.59,33.6,0,1,0,medium income,Control School
2302,19651100000000_2700,0.33,0,100,0,0,37.61,1995,94375,77,18,0.63,241,48.48,34.92,56.59,33.6,0,1,0,medium income,Control School
2303,56737600000000_2920,0.33,0,64.66,3.02,32.33,37.72,1915,113750,40,17.18,0.47,27.5,25.61,26.69,35.07,11.5,0,1,0,medium income,Control School
2304,19644500000000_2957,0.33,0,98.33,0,1.67,37.78,2012,91042,75,24.84,0.61,85.5,38.85,34.92,65.56,29.85,0,1,0,medium income,Control School
2305,42767900000000_3017,0.33,0,100,0,0,35.61,1993,82500,62,11.45,0.63,14.5,52.67,24.3,33.28,13.95,0,1,0,medium income,Control School
2306,19650000000000_3112,0.33,0,76.62,0,23.38,39.8,1960,76944,22,26,0.61,13,30.9,34.92,38.2,11,0,1,0,medium income,Control School
2307,30666200000000_3135,0.33,0,62.69,0,37.31,37.83,1960,93352,10,29.99,0.57,42.5,32.73,22.48,41.81,34.6,0,1,0,medium income,Control School
2308,54721200000000_3159,0.33,0,34.74,0,65.26,36.91,2007,78438,40,7.38,0.57,241,35.91,28.45,44.35,24.25,0,1,0,medium income,Control School
2309,54721200000000_3160,0.33,0,96.34,0,4.41,36.91,2010,78438,40,7.38,0.63,1894.5,35.91,28.45,44.35,25.35,0,1,0,medium income,Control School
2310,33751800000000_3354,0.33,1.12,44.65,0,54.23,37.79,2009,76765,64,18.75,0.61,241,39.35,31.72,43.65,16.8,0,1,0,medium income,Control School
2311,36678800000000_3805,0.33,0,98.01,0,1.99,39.28,1923,69000,88,14.63,0.63,1523.5,112,34.44,49.95,31.5,0,1,0,medium income,Control School
2312,19646800000000_42,0.34,0,96.29,0,3.42,41.6,1978,112083,14,50.72,0.63,241,14.79,34.92,41.46,10.35,0,1,0,medium income,Control School
2313,26736700000000_269,0.34,27.19,34.1,0,38.71,32.16,1880,66736,54,6.16,0.47,142.5,12.68,28.52,35.66,31.1,0,1,0,medium income,Control School
2314,30666200000000_414,0.34,0,99.36,0,0.64,37.35,1965,62471,10,35.34,0.56,241,13.78,22.48,36.89,12.55,0,1,0,medium income,Control School
2315,42767900000000_482,0.34,0,94.1,0,1.37,33.85,1909,105179,62,11.94,0.63,241,46.02,24.3,56.85,25.1,0,1,0,medium income,Control School
2316,19734600000000_643,0.34,0,74.54,2.55,22.91,35.9,1982,109861,21,61.15,0.47,241,22.01,34.92,40.51,5.45,0,1,0,medium income,Control School
2317,19734600000000_644,0.34,0,97.19,0,3.67,35.9,1982,81140,21,61.15,0.63,13,22.01,34.92,40.51,5.45,0,1,0,medium income,Control School
2318,42692000000000_1406,0.34,35.48,0,0,64.52,29.68,1959,70179,36,19.27,0.47,241,30.54,24.3,21.27,12.7,0,1,0,medium income,Control School
2319,54753300000000_1414,0.34,0,97.32,0,2.68,38.42,1994,75164,93,17.23,0.63,14.5,64.92,28.45,39.05,34.8,0,1,0,medium income,Control School
2320,19646800000000_1731,0.34,0,98.97,0,1.03,40.58,2007,79525,14,22.73,0.57,241,18.37,34.92,43.86,11.65,0,1,0,medium income,Control School
2321,19642600000000_1762,0.34,0,100,0,0,37.08,1986,85052,27,17.38,0.63,13,16.34,34.92,37.13,4.7,0,1,0,medium income,Control School
2322,54722600000000_2631,0.34,0,98.89,0,1.11,36.78,2003,88236,71,11.85,0.63,161,46.89,28.45,70.44,8.5,0,1,0,medium income,Control School
2323,36678800000000_2774,0.34,0,100,0,0,38.91,2013,85972,88,11.77,0.63,205,97.17,34.44,45.67,37.05,0,1,0,medium income,Control School
2324,19646400000000_3073,0.34,0,95.94,0,4.06,36.6,2017,91406,88,3.22,0.63,241,46.59,34.44,49.22,31.95,0,1,0,medium income,Control School
2325,30736500000000_3521,0.34,0,100,0,0,34.89,1971,79663,19,35.71,0.63,36,6.8,22.48,51.85,9.6,0,1,0,medium income,Control School
2326,30736500000000_3522,0.34,0,97.31,0,0,34.89,1971,76944,19,35.71,0.63,241,6.8,22.48,51.85,9.6,0,1,0,medium income,Control School
2327,30736500000000_3523,0.34,6.98,41.87,2.02,48.28,34.89,1971,85714,19,35.71,0.47,161,6.8,22.48,51.85,9.6,0,1,0,medium income,Control School
2328,30736500000000_3528,0.34,0,99.2,0.08,0,34.95,1971,102054,19,35.71,0.63,53.5,6.8,22.48,51.85,9.6,0,1,0,medium income,Control School
2329,30736500000000_3531,0.34,6.98,28.45,0,62.99,34.95,1971,93352,19,35.71,0.61,53.5,6.8,22.48,51.85,9.6,0,1,0,medium income,Control School
2330,30736500000000_3823,0.34,0.96,97.12,0,1.92,38.22,1990,104375,19,41.75,0.58,241,19.46,22.48,36.43,9.85,0,1,0,medium income,Control School
2331,30736500000000_3824,0.34,0,99.53,0,0,38.22,1957,83194,19,41.75,0.57,241,19.46,22.48,36.43,9.85,0,1,0,medium income,Control School
2332,36678400000000_561,0.35,0,99.52,0,0.48,37.39,1957,69821,67,22.08,0.63,42,37.85,34.44,47.78,14.8,0,1,0,medium income,Control School
2333,36678400000000_562,0.35,0,95.45,0,4.55,37.42,1957,69821,67,22.08,0.63,241,37.85,34.44,47.78,14.8,0,1,0,medium income,Control School
2334,54722600000000_1334,0.35,0,99.73,0,0.27,38.03,1992,86798,71,9.75,0.63,241,46.02,28.45,61.75,22.95,0,1,0,medium income,Control School
2335,54722600000000_1341,0.35,0.17,95.79,0,4.05,35.66,1992,110129,71,9.75,0.63,241,45.05,28.45,50.98,22.95,0,1,0,medium income,Control School
2336,42692000000000_1400,0.35,18.36,50.41,2.47,28.77,23.17,1959,91835,36,19.27,0.46,241,30.54,24.3,21.27,12.7,0,1,0,medium income,Control School
2337,19651100000000_1785,0.35,0,92.83,1.69,5.48,35.28,1923,67281,77,17.75,0.47,1523.5,56.32,34.92,39.66,33.7,0,1,0,medium income,Control School
2338,19651100000000_1786,0.35,0,40,20,40,35.28,2006,67281,77,17.75,0.47,1523.5,56.32,34.92,39.66,33.7,0,1,0,medium income,Control School
2339,19734600000000_1846,0.35,0,70.39,9.55,20.06,37.16,2014,98092,21,8.88,0.47,278.5,27.84,34.92,47.75,2.25,0,1,0,medium income,Control School
2340,36678800000000_1869,0.35,0,89.38,0,10.62,38.34,1993,66094,88,10.02,0.63,42.5,72.91,34.44,41.64,26.3,0,1,0,medium income,Control School
2341,36678400000000_2059,0.35,0,88.36,0,11.64,36.59,2017,113470,67,23.7,0.63,13,46.59,34.44,49.22,18.1,0,1,0,medium income,Control School
2342,56737600000000_2534,0.35,0,100,0,0,37.51,1938,94063,40,17.38,0.57,278.5,22.52,26.69,35.49,16.85,0,1,0,medium income,Control School
2343,30736500000000_3537,0.35,0,100,0,0,36.41,1967,101886,19,17.65,0.63,199,18.54,22.48,54.68,16.1,0,1,0,medium income,Control School
2344,30736500000000_3538,0.35,0,99.01,0,0,36.41,1967,93419,19,17.65,0.63,164,18.54,22.48,54.68,16.1,0,1,0,medium income,Control School
2345,19651100000000_3658,0.35,0,98.03,0,1.97,37.01,1955,80114,77,40,0.63,13,52.37,34.92,45.18,15.8,0,1,0,medium income,Control School
2346,19647900000000_3750,0.35,0,100,0,0,37.77,1999,96563,61,13.65,0.63,241,28.74,34.92,53.95,16.85,0,1,0,medium income,Control School
2347,56737600000000_3756,0.35,0.16,76.6,0,23.24,36.54,1962,99773,40,6.48,0.61,1523.5,18.95,26.69,33.4,4.25,0,1,0,medium income,Control School
2348,54718300000000_301,0.36,0,100,0,0,35.52,1951,61875,63,11.01,0.63,241,65.46,28.45,62.65,16.95,0,1,0,medium income,Control School
2349,42691500000000_372,0.36,0,96.43,0,3.57,34.16,1954,93897,81,1.41,0.63,241,32.23,24.3,39.28,14.15,0,1,0,medium income,Control School
2350,42691500000000_374,0.36,0,99.41,0,0.59,34.3,1954,93897,81,1.41,0.63,42.5,32.23,24.3,39.28,14.15,0,1,0,medium income,Control School
2351,36678430000000_691,0.36,0,98.73,0,1.27,37.33,1993,69821,65,18.84,0.63,38.5,37.85,34.44,47.78,18.1,0,1,0,medium income,Control School
2352,19644850000000_792,0.36,0,97.85,0,2.15,36.86,1923,70625,52,20.24,0.63,278.5,34.4,34.92,45.1,16.45,0,1,0,medium income,Control School
2353,19643900000000_904,0.36,0,98,0,2,35.96,1980,79663,19,31.82,0.57,929,31.93,34.92,50.75,16.15,0,1,0,medium income,Control School
2354,15635900000000_1734,0.36,0,17.7,0.63,81.67,36.72,2003,76935,54,1.75,0.47,241,57.27,27.08,42.1,51.35,0,1,0,medium income,Control School
2355,36678400000000_1921,0.36,0,100,0,0,37.76,1897,70125,67,9.05,0.63,199,41.05,34.44,56,20.25,0,1,0,medium income,Control School
2356,19644900000000_2091,0.36,0,99.36,0,0.64,37.93,1957,83194,65,7.74,0.63,241,38.5,34.92,47.87,9.05,0,1,0,medium income,Control School
2357,30736500000000_359,0.37,0,94.9,0.32,4.77,35.61,1987,90363,19,13.03,0.57,241,20.21,22.48,36.7,9.2,0,1,0,medium income,Control School
2358,36678400000000_1559,0.37,0,99.22,0,0.78,37.34,2010,97500,67,13.29,0.63,23,37.85,34.44,47.78,28.8,0,1,0,medium income,Control School
2359,54720400000000_2824,0.37,0,95.08,0,4.92,36.66,2008,79125,97,17.99,0.63,1894.5,40.71,28.45,65.87,18.45,0,1,0,medium income,Control School
2360,30736500000000_3634,0.37,0,92.82,0,7.18,33.47,1958,102979,19,11.64,0.63,85.5,6.8,22.48,51.85,5.95,0,1,0,medium income,Control School
2361,19643900000000_3326,0.38,0.95,80.19,1.11,17.74,33.71,2009,111685,19,19.24,0.47,653.5,33.93,34.92,49.27,23.65,0,1,0,medium income,Control School
2362,56725200000000_2471,0.39,0.16,96.93,2.02,0.89,37.03,2012,80056,59,20.29,0.47,13,40.89,26.69,26.54,26,0,1,0,medium income,Control School
2363,42691500000000_2555,0.39,0,87.12,0,12.88,32.35,1995,93897,81,3,0.63,13,32.23,24.3,39.28,18,0,1,0,medium income,Control School
2364,19649600000000_3104,0.39,0,100,0,0,36.09,1954,91835,7,25.17,0.63,241,10.59,34.92,42.26,1,0,1,0,medium income,Control School
2365,42691500000000_2547,0.4,0.57,65.63,1.84,31.97,32.09,1995,93897,81,74.69,0.47,1894.5,32.23,24.3,39.28,43.95,0,1,0,medium income,Control School
2366,54720400000000_2823,0.4,0,98.57,0,1.43,35.91,2008,79125,97,17.99,0.61,83,40.71,28.45,65.87,18.45,0,1,0,medium income,Control School
2367,19649600000000_3103,0.4,0,100,0,0,35.97,1957,91835,7,25.17,0.63,278.5,10.59,34.92,42.26,1,0,1,0,medium income,Control School
2368,19649600000000_3105,0.4,0,98.7,0,0,35.97,1985,91835,7,25.17,0.63,241,10.59,34.92,42.26,1,0,1,0,medium income,Control School
2369,54722500000000_23,0.41,0,97.61,0,0.42,35.78,1983,101042,90,2.5,0.63,241,43.67,28.45,56.76,14.05,0,1,0,medium income,Control School
2370,33670800000000_1345,0.41,0,10.96,16.52,72.52,29.91,2003,90000,92,14.28,0.47,23,30.52,31.72,33.21,23.95,0,1,0,medium income,Control School
2371,33670800000000_1347,0.41,18.42,48.1,1.76,31.98,29.91,1962,90000,92,14.28,0.47,241,30.52,31.72,33.21,23.95,0,1,0,medium income,Control School
2372,54722300000000_68,0.42,0,100,0,0,36.54,1991,82042,50,23.51,0.63,199,67.52,28.45,64.18,17.6,0,1,0,medium income,Control School
2373,54722600000000_1335,0.42,0,100,0,0,37.47,1992,86798,71,9.75,0.63,98.5,46.02,28.45,61.75,22.95,0,1,0,medium income,Control School
2374,54722600000000_1336,0.42,0,43.36,2.72,51.9,37.47,1992,86798,71,9.75,0.47,42,46.02,28.45,61.75,22.95,0,1,0,medium income,Control School
2375,54722600000000_1337,0.42,0,98.51,0,0.58,37.47,1992,86798,71,9.75,0.63,361.5,46.02,28.45,61.75,22.95,0,1,0,medium income,Control School
2376,30736500000000_3535,0.42,18.23,68.23,0,13.54,35.27,1971,79167,19,35.71,0.47,653.5,12.7,22.48,36.43,9.6,0,1,0,medium income,Control School
2377,54723000000000_3835,0.42,0,46.24,0,53.76,33.66,2012,90179,92,19.35,0.61,129,43.64,28.45,54.75,15.3,0,1,0,medium income,Control School
2378,54722300000000_69,0.43,0,100,0,0,35.29,1991,82042,50,23.51,0.63,1894.5,67.52,28.45,64.18,17.6,0,1,0,medium income,Control School
2379,54722300000000_71,0.43,0,100,3.09,0,35.29,1991,82042,50,23.51,0.47,112.5,67.52,28.45,64.18,17.6,0,1,0,medium income,Control School
2380,30736500000000_2893,0.43,7.17,78.58,0,14.25,34.66,1972,79167,19,11.92,0.56,241,12.7,22.48,36.43,7,0,1,0,medium income,Control School
2381,54722600000000_1412,0.44,0,98.86,0,1.14,36.1,1951,104375,71,15.16,0.63,336,33.11,28.45,50.8,27.55,0,1,0,medium income,Control School
2382,36678400000000_1556,0.44,0,99.31,0,0,34.29,1957,93419,67,12.43,0.63,241,37.85,34.44,47.78,18.5,0,1,0,medium income,Control School
2383,19757100000000_1873,0.44,0,99.85,0,0.15,35.1,1962,111685,59,22.59,0.61,278.5,28.98,34.92,48.13,7,0,1,0,medium income,Control School
2384,54721300000000_2388,0.44,2.39,2.39,27.59,67.62,31.04,2014,80739,50,9.22,0.47,205,53.79,28.45,46.41,29.7,0,1,0,medium income,Control School
2385,56725200000000_1892,0.45,0.56,79.36,3.27,16.81,35.52,2008,83194,59,16.33,0.47,13,40.89,26.69,26.54,16.25,0,1,0,medium income,Control School
2386,54720400000000_2820,0.45,0,100,0,0,35.03,2016,79125,97,45.06,0.61,241,40.71,28.45,65.87,25.6,0,1,0,medium income,Control School
2387,54720400000000_2821,0.45,0,100,0.86,0,35.03,1950,79125,97,45.06,0.63,15,40.71,28.45,65.87,25.6,0,1,0,medium income,Control School
2388,54720400000000_2822,0.45,0,96.19,2.47,0,35.03,1957,79125,97,45.06,0.58,653.5,40.71,28.45,65.87,25.6,0,1,0,medium income,Control School
2389,56725200000000_1894,0.47,0,96.41,3.59,0,35.22,1958,83194,59,16.33,0.47,13,40.89,26.69,26.54,16.25,0,1,0,medium income,Control School
2390,54721800000000_3339,0.47,0,80.47,0,19.53,34.79,1924,95833,81,29.33,0.63,1894.5,43.64,28.45,54.75,34.35,0,1,0,medium income,Control School
2391,36678700000000_451,0.48,0,65.82,27.81,6.37,28.97,1980,71184,55,7.79,0.43,241,48.53,34.44,41.55,26.55,0,1,0,medium income,Control School
2392,56725200000000_1893,0.49,0,83.04,13.25,3.71,34.47,1965,83194,59,16.33,0.47,13,40.89,26.69,26.54,16.25,0,1,0,medium income,Control School
2393,56725200000000_1895,0.49,0,75.61,16.51,8.4,34.47,2008,83194,59,16.33,0.46,13,40.89,26.69,26.54,16.25,0,1,0,medium income,Control School
2394,54722600000000_2309,0.49,0,100,0,0,34.71,1959,86798,71,11.45,0.63,161,46.02,28.45,61.75,14.55,0,1,0,medium income,Control School
2395,56725200000000_1977,0.5,3.27,44.51,23.81,28.42,34.05,2004,98140,59,11.37,0.43,13,40.95,26.69,30.98,18.4,0,1,0,medium income,Control School
2396,36678700000000_452,0.51,0,76.19,16.91,6.9,29.68,1980,71184,55,7.79,0.47,241,48.53,34.44,41.55,26.55,0,1,0,medium income,Control School
2397,54722600000000_908,0.51,0,100,0,0,34.47,1858,72955,71,8.66,0.63,27.5,34.37,28.45,42.96,27.15,0,1,0,medium income,Control School
2398,36678700000000_1629,0.51,28.95,48.22,19.9,2.93,29.81,1977,105847,55,16.63,0.47,205,45.57,34.44,27.61,26.6,0,1,0,medium income,Control School
2399,42691500000000_3309,0.51,1.71,35.64,7.61,55.04,31.66,1941,62471,81,3.48,0.46,241,11.87,24.3,20.29,21.35,0,1,0,medium income,Control School
2400,42691600000000_498,0.53,0,61.64,17.55,20.81,31.83,2010,112232,3,11.28,0.46,241,15,24.3,27.41,3.7,0,1,0,medium income,Control School
2401,33670800000000_1346,0.53,0,59.71,39.09,1.2,29.32,2004,90000,92,14.28,0.43,13,30,31.72,29.71,23.95,0,1,0,medium income,Control School
2402,36678700000000_2342,0.53,16.69,74.48,7.55,1.27,28.43,2012,90769,55,21.81,0.43,13,91.68,34.44,31.33,23.75,0,1,0,medium income,Control School
2403,33670800000000_1348,0.54,0,46.99,47.18,5.84,29.16,1995,90000,92,14.28,0.47,1523.5,30.52,31.72,33.21,23.95,0,1,0,medium income,Control School
2404,36678700000000_1886,0.54,3.54,75.68,15.78,4.99,29.69,2010,79663,55,21.81,0.47,205,45.57,34.44,27.61,28.8,0,1,0,medium income,Control School
2405,42692500000000_2050,0.54,18.23,21.88,3.13,53.94,29.84,1965,66641,23,33.88,0.47,241,11.97,24.3,32.96,8.1,0,1,0,medium income,Control School
2406,42692500000000_2052,0.54,0,72.97,30.71,0,29.84,2010,111607,23,33.88,0.47,27.5,11.97,24.3,32.96,8.1,0,1,0,medium income,Control School
2407,36678700000000_1887,0.55,0,78.64,19.92,1.44,30.78,1961,76313,55,21.81,0.43,241,45.57,34.44,27.61,28.8,0,1,0,medium income,Control School
2408,36678700000000_3571,0.57,0.56,62.18,31.61,5.65,30.06,1966,97875,55,15.22,0.47,1523.5,92.98,34.44,31.86,38.7,0,1,0,medium income,Control School
2409,36676400000000_996,0.58,0,22.11,60.38,17.51,28.92,1968,91328,73,3.58,0.47,14.5,30.93,34.44,33.3,14.1,0,1,0,medium income,Control School
2410,36677900000000_2084,0.59,6.06,16.91,37.08,39.95,29.04,1960,75625,54,3.88,0.47,13,22.5,34.44,36.1,12,0,1,0,medium income,Control School
2411,36678700000000_450,0.69,0,7.1,20.41,72.49,24.78,1980,77647,55,7.79,0.47,241,48.53,34.44,41.55,26.55,0,1,0,medium income,Control School
2412,19642500000000_19,0.24,0,46.04,0,53.96,40.67,2012,61292,54,18.5,0.61,241,60.67,34.92,27.56,55.35,1,1,1,medium income,Prop. 39 School
2413,19643300000000_255,0.24,0,98.96,0,1.04,37.03,1903,87704,26,19.01,0.63,1894.5,38.09,34.92,50.66,11.95,1,1,1,medium income,Prop. 39 School
2414,19650600000000_381,0.24,0,100,0,0,38.02,1950,95694,10,12.7,0.63,241,35.45,34.92,55.16,3.3,1,1,1,medium income,Prop. 39 School
2415,33670300000000_866,0.24,0,97.68,0,2.32,38.78,2006,100450,74,14.93,0.63,1523.5,31.81,31.72,39.14,7.7,1,1,1,medium income,Prop. 39 School
2416,33670300000000_910,0.24,0.88,79.6,0,19.51,38.28,2006,81208,74,88.93,0.61,1523.5,31.81,31.72,39.14,9.1,1,1,1,medium income,Prop. 39 School
2417,33751900000000_1064,0.24,0,92.44,0,7.56,39.66,2003,75598,24,17.46,0.61,241,39.81,31.72,27.77,18.9,1,1,1,medium income,Prop. 39 School
2418,56725500000000_1065,0.24,0,91.92,0,8.08,35.35,1966,67266,25,5.1,0.47,112.5,36.53,26.69,45.39,80.55,1,1,1,medium income,Prop. 39 School
2419,19647300000000_1098,0.24,0,100,0,0,37.86,1969,103906,80,13.36,0.63,16,76.7,34.92,59.03,34.25,1,1,1,medium income,Prop. 39 School
2420,19643300000000_1167,0.24,0,98.24,0,1.76,37.86,2016,97431,26,12.04,0.61,42,35.1,34.92,67.43,22.3,1,1,1,medium income,Prop. 39 School
2421,19643300000000_1168,0.24,0,100,0,0,37.86,1994,97431,26,12.04,0.63,1894.5,35.1,34.92,67.43,22.3,1,1,1,medium income,Prop. 39 School
2422,19643300000000_1169,0.24,0,100,0,0,37.86,1901,97431,26,12.04,0.63,161,35.1,34.92,67.43,22.3,1,1,1,medium income,Prop. 39 School
2423,19643300000000_1170,0.24,0,100,0,0,37.86,1994,97431,26,12.04,0.61,112.5,35.1,34.92,67.43,22.3,1,1,1,medium income,Prop. 39 School
2424,19643300000000_1171,0.24,0,96.35,0,0,37.86,1934,97431,26,12.04,0.61,15,35.1,34.92,67.43,22.3,1,1,1,medium income,Prop. 39 School
2425,19643300000000_1172,0.24,0,100,0.08,0,37.86,1989,97431,26,12.04,0.61,199,35.1,34.92,67.43,22.3,1,1,1,medium income,Prop. 39 School
2426,19643300000000_1173,0.24,0,100,0,0,37.86,1998,97431,26,12.04,0.61,504.5,35.1,34.92,67.43,22.3,1,1,1,medium income,Prop. 39 School
2427,19643300000000_1174,0.24,0,91.96,0,3.29,37.86,1958,97431,26,12.04,0.61,1894.5,35.1,34.92,67.43,22.3,1,1,1,medium income,Prop. 39 School
2428,19643300000000_1175,0.24,0.56,100,0,0,37.86,1961,97431,26,12.04,0.61,20747,35.1,34.92,67.43,22.3,1,1,1,medium income,Prop. 39 School
2429,19643300000000_1178,0.24,0,84.09,0,13.58,37.86,1955,97431,26,12.04,0.61,653.5,35.1,34.92,67.43,22.3,1,1,1,medium income,Prop. 39 School
2430,19647300000000_1218,0.24,0,100,0,0,38.21,2012,95298,80,19.82,0.61,653.5,63.41,34.92,73.36,23.15,1,1,1,medium income,Prop. 39 School
2431,19647300000000_1219,0.24,0,100,0,0,38.21,1965,97706,80,19.82,0.61,199,63.41,34.92,73.36,23.15,1,1,1,medium income,Prop. 39 School
2432,19647300000000_1220,0.24,0,100,0,0,38.21,2017,97604,80,19.82,0.61,1894.5,63.41,34.92,73.36,23.15,1,1,1,medium income,Prop. 39 School
