,School_ID,NDVI_median,Percent_Water,Percent_Developed,Percent_Forest,Percent_Pasture,Land_Surface_Temp,Year_built,Median_income_BG,Percent_FRPM,Staff,Diversity_Index,Students_with_Disabilities,Asthma_Rates,COVID_infections,Pollution_Burden,Chronic_Absenteeism,retrofit,ndvi_median_binary,retrofit_and_ndvi,income,School_Type
2107,30666200000000_2703,0.28,0,89.22,0,10.38,38.66,1954,79412,10,82.51,0.56,1894.5,25.83,22.48,51.69,22.05,0,1,0,medium income,Control School
2108,30666200000000_2704,0.28,0,98.97,0,0.56,38.66,2007,79412,10,82.51,0.47,112.5,25.83,22.48,51.69,22.05,0,1,0,medium income,Control School
2109,30666200000000_2706,0.28,0,100,0,0,38.66,1946,79412,10,82.51,0.56,504.5,25.83,22.48,51.69,22.05,0,1,0,medium income,Control School
2110,30103100000000_2718,0.28,0,100,0,0,37.66,2016,81071,83,15,0.61,241,25.69,22.48,54.47,23.75,0,1,0,medium income,Control School
2111,30665100000000_2721,0.28,0,100,0,0,38.2,1891,63750,27,16.83,0.57,145,41.12,22.48,41.75,14.3,0,1,0,medium income,Control School
2112,36678800000000_2882,0.28,0,99.9,0,0.1,40.11,1962,75799,88,14.42,0.63,14.5,130.81,34.44,52.53,27.65,0,1,0,medium income,Control School
2113,36678400000000_2916,0.28,0,100,0,0,38.66,1991,67821,67,40.46,0.63,13,56.38,34.44,52.77,15.1,0,1,0,medium income,Control School
2114,19645300000000_2968,0.28,0,93.97,0,6.03,39.58,2015,110388,76,15.63,0.63,241,57.45,34.92,49.86,27.95,0,1,0,medium income,Control School
2115,33751800000000_3013,0.28,0,15.37,0,84.63,37.97,2005,84167,64,20.37,0.61,42.5,45.49,31.72,27.15,22.55,0,1,0,medium income,Control School
2116,56726000000000_3058,0.28,0,98.64,0,1.36,40.1,1880,90161,60,65.88,0.63,241,43.24,26.69,33.55,18.25,0,1,0,medium income,Control School
2117,56726000000000_3059,0.28,0,93.77,0,7.13,40.1,1952,90161,60,65.88,0.63,23,43.24,26.69,33.55,18.25,0,1,0,medium income,Control School
2118,30103100000000_3076,0.28,0,98.72,0,1.28,37.22,2013,114500,83,18.75,0.63,23,44.64,22.48,55.73,5.75,0,1,0,medium income,Control School
2119,30103100000000_3077,0.28,0,100,0,0,37.28,2013,114500,83,18.75,0.63,241,44.64,22.48,55.73,17,0,1,0,medium income,Control School
2120,36678800000000_3083,0.28,0,99.74,0,0.26,39.33,2017,62031,88,46.16,0.63,42.5,111.02,34.44,56.94,37.9,0,1,0,medium income,Control School
2121,56724500000000_3084,0.28,0,85.2,0,14.8,39.85,1962,63800,60,32.21,0.61,38.5,45.1,26.69,46.41,23.3,0,1,0,medium income,Control School
2122,19651300000000_3115,0.28,0,100,0,0,38.42,1891,74205,75,54.84,0.61,653.5,53.28,34.92,60.86,10.9,0,1,0,medium income,Control School
2123,56726000000000_3126,0.28,0,100,0,0,40.8,1996,93264,60,31.57,0.63,13,48.64,26.69,42.11,11.85,0,1,0,medium income,Control School
2124,33671200000000_3302,0.28,0,90.87,0,9.13,38.4,2010,80096,49,20.24,0.57,1523.5,56.33,31.72,22.36,27.35,0,1,0,medium income,Control School
2125,33669900000000_3464,0.28,0,389.11,0,100,37.28,2007,109861,89,10.21,0.43,20747,46.98,31.72,33.26,19.1,0,1,0,medium income,Control School
2126,33670900000000_3473,0.28,0,99.01,0,0.99,39.91,1949,70890,48,14.9,0.63,267,41.37,31.72,41.52,25.1,0,1,0,medium income,Control School
2127,33751800000000_3489,0.28,0,53.72,0,46.28,38.8,1993,74219,64,23.63,0.63,23,34.99,31.72,45.65,26.2,0,1,0,medium income,Control School
2128,19644500000000_3543,0.28,0,99.59,0,0.41,38.4,1994,96111,75,22.68,0.61,278.5,34.41,34.92,58.71,23.7,0,1,0,medium income,Control School
2129,36750700000000_3551,0.28,0,98.51,0,1.49,37.49,1987,63824,86,73.68,0.63,241,70.09,34.44,59.54,34,0,1,0,medium income,Control School
2130,36750700000000_3552,0.28,0,53.57,0,46.07,37.49,2010,63824,86,73.68,0.61,241,70.09,34.44,59.54,34,0,1,0,medium income,Control School
2131,36678800000000_3591,0.28,0,96.59,0,3.41,39.62,1990,70652,88,12.1,0.63,13,75.31,34.44,47.43,29.9,0,1,0,medium income,Control School
2132,33671200000000_3629,0.28,0,63.24,0,36.76,38.03,1936,95972,49,31.87,0.63,1523.5,56.33,31.72,22.65,21.5,0,1,0,medium income,Control School
2133,33751800000000_3751,0.28,0,87.86,0,12.14,39.84,1992,84167,64,31.5,0.63,1523.5,45.49,31.72,27.15,23.8,0,1,0,medium income,Control School
2134,33751800000000_3753,0.28,0,93.34,0,11.1,39.84,2015,84167,64,31.5,0.61,23,45.49,31.72,27.15,23.8,0,1,0,medium income,Control School
2135,33751800000000_3754,0.28,12.5,50.55,0,39.02,39.84,2007,84167,64,31.5,0.57,23,45.49,31.72,27.15,23.8,0,1,0,medium income,Control School
2136,33751800000000_3755,0.28,0,87.99,0,12.14,39.84,2015,84167,64,31.5,0.63,241,45.49,31.72,27.15,23.8,0,1,0,medium income,Control School
2137,26736700000000_270,0.29,21.82,17.27,0,60.91,32.34,1880,66736,54,6.16,0.57,85.5,12.68,28.52,35.66,31.1,0,1,0,medium income,Control School
2138,19651300000000_329,0.29,0,100,0,0,38.03,1954,84282,75,71.21,0.63,241,36.74,34.92,41.22,13.55,0,1,0,medium income,Control School
2139,19651300000000_330,0.29,0,100,0,0,38.03,1954,84282,75,71.21,0.63,13,36.74,34.92,41.22,13.55,0,1,0,medium income,Control School
2140,36679600000000_338,0.29,0,87.74,0,12.26,40.22,1996,65417,77,13.62,0.63,14.5,36.43,34.44,27.03,34.4,0,1,0,medium income,Control School
2141,33670900000000_348,0.29,0,86.46,0,13.54,38.53,1988,89485,48,13.2,0.63,241,57.33,31.72,54.83,18.95,0,1,0,medium income,Control School
2142,36679600000000_439,0.29,0,63.51,0,36.49,37.6,2008,93281,77,13.92,0.63,13,35.78,34.44,45.63,20.05,0,1,0,medium income,Control School
2143,19647900000000_485,0.29,0,100,0,0,38.61,1936,77679,61,19.06,0.63,13,48.33,34.92,42.61,16.3,0,1,0,medium income,Control School
2144,54722600000000_574,0.29,0,99.36,0,0.64,39.15,2006,77596,71,15.17,0.63,241,43.67,28.45,56.76,26.85,0,1,0,medium income,Control School
2145,19644400000000_578,0.29,0,99.2,0,0.8,37.83,1897,71000,70,31.88,0.63,161,36.78,34.92,57.32,12.4,0,1,0,medium income,Control School
2146,19644400000000_579,0.29,0,100,0,0,37.92,1897,86583,70,31.88,0.63,27.5,36.78,34.92,57.32,12.4,0,1,0,medium income,Control School
2147,36678400000000_581,0.29,0,86.75,0,13.25,37.72,1888,86167,67,13.22,0.63,23,53.55,34.44,34.07,13.3,0,1,0,medium income,Control School
2148,19651100000000_615,0.29,0,98,0,2,38.79,1999,110893,77,21.75,0.63,241,60.7,34.92,63.75,17.7,0,1,0,medium income,Control School
2149,30665140000000_650,0.29,0,95.47,0,4.53,39.11,1893,86453,0,14.46,0.58,20747,47.28,22.48,58.7,12.85,0,1,0,medium income,Control School
2150,30664600000000_806,0.29,0,98.41,0,1.59,35.67,2000,110882,58,9.96,0.63,205,21.7,22.48,27.32,11.6,0,1,0,medium income,Control School
2151,54719000000000_854,0.29,0,100,0,0,38.97,2008,77426,96,11,0.63,42.5,45.41,28.45,46.49,18.95,0,1,0,medium income,Control School
2152,19644900000000_857,0.29,0,98.65,0,1.35,38.65,1978,110724,65,11.86,0.63,13,54.86,34.92,41.72,13.95,0,1,0,medium income,Control School
2153,36678800000000_934,0.29,0,85.14,0,14.86,38.03,1968,76797,88,7.16,0.63,1523.5,70.95,34.44,44.15,39.5,0,1,0,medium income,Control School
2154,30666200000000_991,0.29,0,98.51,0,1.49,37.47,1990,89063,10,30.68,0.47,112.5,34.51,22.48,48.12,35.05,0,1,0,medium income,Control School
2155,30666200000000_992,0.29,0.32,90.86,0,5.4,37.47,1949,89063,10,30.68,0.56,16,34.51,22.48,48.12,35.05,0,1,0,medium income,Control School
2156,19644500000000_1079,0.29,0,99.68,0,0.32,38.26,2015,96250,75,18.42,0.61,1894.5,36.14,34.92,48.22,20.75,0,1,0,medium income,Control School
2157,36678800000000_1186,0.29,0,100,0,0,39.37,2013,68000,88,11.49,0.63,1523.5,145.12,34.44,51.17,33.35,0,1,0,medium income,Control School
2158,54722600000000_1196,0.29,0,100,0,0,37.8,1956,76797,71,13.11,0.61,16,45.33,28.45,57.3,24.95,0,1,0,medium income,Control School
2159,36679600000000_1201,0.29,0,82.98,0,17.02,37.58,2003,91042,77,1.54,0.63,42.5,38.8,34.44,27.61,41.05,0,1,0,medium income,Control School
2160,36679600000000_1202,0.29,0,97.3,0,2.7,37.67,2003,112766,77,1.54,0.63,241,38.8,34.44,27.61,41.05,0,1,0,medium income,Control School
2161,36678800000000_1349,0.29,0,100,0,0,39.53,2010,76797,88,15.5,0.63,1523.5,70.95,34.44,44.15,15.65,0,1,0,medium income,Control School
2162,36678800000000_1350,0.29,0.08,99.36,0,0.56,39.53,1954,76797,88,15.5,0.63,1523.5,70.95,34.44,44.15,16.65,0,1,0,medium income,Control School
2163,36678800000000_1351,0.29,0,96.97,0,3.03,39.61,2007,76797,88,15.5,0.63,14.5,70.95,34.44,44.15,34.7,0,1,0,medium income,Control School
2164,54718400000000_1477,0.29,0,97.86,0,2.14,40.41,2002,66932,80,11.48,0.63,14.5,61.64,28.45,33.84,23.3,0,1,0,medium income,Control School
2165,54722600000000_1839,0.29,0,100,0,0,37.16,2008,100357,71,15.12,0.63,28,46.93,28.45,49.78,24.6,0,1,0,medium income,Control School
2166,19647900000000_2016,0.29,0,100,0,0,39.11,2008,82961,61,47.75,0.61,13,42.43,34.92,58.16,19.85,0,1,0,medium income,Control School
2167,56726000000000_2077,0.29,0,96.71,0,3.29,39.49,2005,70625,60,16.64,0.63,205,43.24,26.69,30.69,22.25,0,1,0,medium income,Control School
2168,19642800000000_2136,0.29,0,98.73,0,1.27,38.36,1924,94405,75,24.9,0.63,241,45.21,34.92,45.7,18.85,0,1,0,medium income,Control School
2169,19102000000000_2189,0.29,0.08,79.17,1.6,19.15,37.6,1999,96111,100,25.09,0.63,164,31.7,34.92,57.86,26.5,0,1,0,medium income,Control School
2170,19102000000000_2198,0.29,0,55.45,0,43.31,37.6,1999,96111,100,2.66,0.61,278.5,31.7,34.92,57.86,15.95,0,1,0,medium income,Control School
2171,19102000000000_2207,0.29,0,73.07,0.3,27.32,37.6,1999,96111,100,17.38,0.63,161,31.7,34.92,57.86,22.35,0,1,0,medium income,Control School
2172,19102000000000_2208,0.29,0,100,0,0,37.6,1999,96111,100,14.63,0.63,129,31.7,34.92,57.86,19.8,0,1,0,medium income,Control School
2173,19102000000000_2209,0.29,4.62,88.78,0,4.97,37.6,1999,96111,100,7.33,0.63,13,31.7,34.92,57.86,38.65,0,1,0,medium income,Control School
2174,19102000000000_2211,0.29,35.48,11.16,0,52.3,37.6,1999,96111,100,20.79,0.63,645,31.7,34.92,57.86,35.5,0,1,0,medium income,Control School
2175,19102000000000_2311,0.29,0.4,100,0,1.02,37.6,1999,96111,100,17.75,0.63,1894.5,31.7,34.92,57.86,10.75,0,1,0,medium income,Control School
2176,19102000000000_2312,0.29,0,75.31,1.82,19.31,37.6,1999,96111,100,13.91,0.63,13,31.7,34.92,57.86,31.6,0,1,0,medium income,Control School
2177,19102000000000_2313,0.29,0,100,0,0.64,37.6,1999,96111,100,11.66,0.63,38.5,31.7,34.92,57.86,26.55,0,1,0,medium income,Control School
2178,19102000000000_2314,0.29,0,100,0,0,37.6,1999,96111,100,13.26,0.63,1523.5,31.7,34.92,57.86,35.2,0,1,0,medium income,Control School
2179,26749000000000_2339,0.29,68.15,1.03,0,30.82,32.53,2004,66736,0,14.84,0.47,199,12.68,28.52,35.66,3.3,0,1,0,medium income,Control School
2180,19647700000000_2468,0.29,0,100,0,0,38.72,1959,81128,39,10.63,0.63,55,47.28,22.48,58.7,4,0,1,0,medium income,Control School
2181,19647660000000_2497,0.29,0,100,0,0,38.67,1996,93633,0,71.21,0.57,241,47.28,22.48,51.1,4.9,0,1,0,medium income,Control School
2182,54721600000000_2537,0.29,0,100,0,0,39.35,2002,90000,95,73.29,0.61,241,43.64,28.45,54.75,60.55,0,1,0,medium income,Control School
2183,54721600000000_2538,0.29,0.24,100,0,0,39.35,2002,62155,95,11.28,0.63,205,43.64,28.45,54.75,16.95,0,1,0,medium income,Control School
2184,54721600000000_2540,0.29,0,100,0,0,39.35,2002,78125,95,15.2,0.61,241,43.64,28.45,54.75,40.65,0,1,0,medium income,Control School
2185,54718400000000_2629,0.29,0,99.89,0,0.11,39.41,1956,62167,80,13.6,0.63,14.5,61.64,28.45,33.84,11.75,0,1,0,medium income,Control School
2186,19648700000000_2650,0.29,0,100,0,0,37.55,1993,96903,6,6.78,0.56,241,127.45,34.92,47.4,16.95,0,1,0,medium income,Control School
2187,19648700000000_2651,0.29,0,100,0,0,37.58,2005,96903,6,6.78,0.47,13,127.45,34.92,47.4,16.95,0,1,0,medium income,Control School
2188,36678800000000_2653,0.29,0,89.25,0,10.75,39.22,2008,64773,88,15.8,0.63,14.5,48.91,34.44,31.15,32.25,0,1,0,medium income,Control School
2189,33751800000000_2934,0.29,1.83,45.87,0,52.3,39.35,2001,87117,64,15.69,0.63,42.5,57.83,31.72,23.83,22.5,0,1,0,medium income,Control School
2190,54722600000000_2993,0.29,0,100,0,0,39.95,1956,96111,71,11.52,0.61,145,41.65,28.45,53.46,23.6,0,1,0,medium income,Control School
2191,19644400000000_3054,0.29,0,100,0,0,37.92,1978,114306,70,12.5,0.63,55,39.22,34.92,54.89,15,0,1,0,medium income,Control School
2192,56726000000000_3238,0.29,0,98.33,0,1.67,40.45,1968,101042,60,62.45,0.61,23,48.64,26.69,34.73,15.15,0,1,0,medium income,Control School
2193,19644500000000_3288,0.29,0,100,0,0,39.47,1967,78417,75,34.99,0.63,164,41.57,34.92,60.55,19.2,0,1,0,medium income,Control School
2194,36750700000000_3553,0.29,0,99.16,0,0.84,37.14,1994,76935,86,33.97,0.63,13,54.93,34.44,52.93,24.15,0,1,0,medium income,Control School
2195,36750700000000_3554,0.29,0,97.48,0,3.76,37.14,1972,76935,86,33.97,0.63,241,54.93,34.44,52.93,24.15,0,1,0,medium income,Control School
2196,19645300000000_3562,0.29,0,100,0,0,39.64,1880,97604,76,10,0.63,336,57.45,34.92,49.86,27,0,1,0,medium income,Control School
2197,36679600000000_3569,0.29,0,90.04,0,9.96,39.28,1953,95833,77,17.91,0.61,183,38.7,34.44,44.88,22.85,0,1,0,medium income,Control School
2198,56726500000000_3590,0.29,0,96.17,0,3.83,33.83,2000,85714,60,48.9,0.63,241,44.9,26.69,45.6,19.45,0,1,0,medium income,Control School
2199,56726000000000_3627,0.29,0,100,0,0,40.24,2005,95040,60,7.83,0.63,241,40.41,26.69,44.37,9.3,0,1,0,medium income,Control School
2200,19650000000000_3705,0.29,0,81.29,0,18.71,40.2,2010,93885,22,15.63,0.63,1523.5,19.26,34.92,37.86,3.95,0,1,0,medium income,Control School
2201,19651100000000_3720,0.29,0,100,0,0,38.27,2013,82986,77,21.75,0.63,464,60.7,34.92,51.68,26.2,0,1,0,medium income,Control School
2202,30666200000000_3855,0.29,0,100,0,0,39.03,1962,91263,10,32.2,0.57,1894.5,29.98,22.48,48.43,14.65,0,1,0,medium income,Control School
2203,33669900000000_1,0.3,0,96.19,0,3.81,38.28,2014,76000,89,50.5,0.63,42.5,60.02,31.72,35.62,14.15,0,1,0,medium income,Control School
2204,19650000000000_271,0.3,28.77,67.39,0,3.85,39.91,1880,91625,22,34,0.57,112.5,18.52,34.92,50.2,7.7,0,1,0,medium income,Control School
2205,54718400000000_311,0.3,0,100,0,0,40.28,1961,66932,80,12.72,0.63,42.5,61.64,28.45,33.84,20.75,0,1,0,medium income,Control School
2206,19734600000000_387,0.3,0,81.57,0,18.43,37.28,1962,78030,21,14.46,0.63,1523.5,15.38,34.92,36.42,5.95,0,1,0,medium income,Control School
2207,36676500000000_426,0.3,0,96.96,0,3.04,37.9,1911,78750,78,79.26,0.63,241,34.86,34.44,46.75,51,0,1,0,medium income,Control School
2208,19734600000000_436,0.3,0,96.9,1.43,1.67,38.22,1976,90357,21,17.95,0.57,16,27.84,34.92,47.75,3.8,0,1,0,medium income,Control School
2209,56737600000000_558,0.3,0,97.06,0,2.94,38.42,1877,73264,40,9.99,0.61,161,24.01,26.69,45.85,23.15,0,1,0,medium income,Control School
2210,56726000000000_595,0.3,0,81.26,0,18.74,39.91,1884,82083,60,8.01,0.63,13,43.24,26.69,30.69,13.65,0,1,0,medium income,Control School
2211,54718370000000_772,0.3,0,100,0,0,40.22,1957,66932,0,25.04,0.47,148.5,61.64,28.45,33.84,16.75,0,1,0,medium income,Control School
2212,54722600000000_887,0.3,0,100,0,0,36.91,2002,83309,71,36.27,0.63,1523.5,46.26,28.45,41.16,23.65,0,1,0,medium income,Control School
2213,42692000000000_916,0.3,0,98.17,0,1.83,35.83,1964,101886,36,19.48,0.63,32.5,30.54,24.3,33.96,12.8,0,1,0,medium income,Control School
2214,30666200000000_989,0.3,0.08,97.05,0,2.87,37.1,2001,72742,10,30.68,0.47,1894.5,39.26,22.48,49.94,35.05,0,1,0,medium income,Control School
2215,54722300000000_1086,0.3,0,100,0,0,38.8,1964,61439,50,19.45,0.63,13,71.67,28.45,48.63,27.35,0,1,0,medium income,Control School
2216,36679600000000_1198,0.3,0,62.46,0,37.54,38.66,2003,112766,77,1.54,0.63,1523.5,38.8,34.44,27.61,41.05,0,1,0,medium income,Control School
2217,54722600000000_1737,0.3,0,99.81,0,0.19,38.26,1994,84688,71,12.88,0.63,1523.5,46.26,28.45,41.16,25.5,0,1,0,medium income,Control School
2218,36678800000000_1879,0.3,0,88.95,0,9.71,38.92,1955,62083,88,21.09,0.63,205,145.12,34.44,51.17,19.4,0,1,0,medium income,Control School
2219,19647700000000_2441,0.3,0,100,0,0,38.51,1946,69267,39,8.13,0.63,38.5,38.5,34.92,47.87,8.4,0,1,0,medium income,Control School
2220,19651100000000_2496,0.3,0.24,98.01,0,1.75,37.83,2001,91105,77,28.95,0.61,16,48.48,34.92,56.59,28.6,0,1,0,medium income,Control School
2221,19645300000000_2554,0.3,0.24,99.76,0,0,39.03,2004,85433,76,15.59,0.63,241,57.45,34.92,49.86,25.1,0,1,0,medium income,Control School
2222,36679600000000_2570,0.3,0,73.8,0,26.2,37.72,2003,90972,77,28.9,0.61,241,38.8,34.44,33.13,30,0,1,0,medium income,Control School
2223,19644500000000_2655,0.3,0,98.33,0,1.67,39.27,1997,76029,75,15.59,0.61,1894.5,41.57,34.92,60.55,28.35,0,1,0,medium income,Control School
2224,30666200000000_2705,0.3,0,100,0,0,37.97,1961,79412,10,82.51,0.47,20747,25.83,22.48,51.69,22.05,0,1,0,medium income,Control School
2225,19644900000000_2709,0.3,0,100,0,0,38.59,1953,67401,65,14.4,0.63,220,54.86,34.92,41.72,19.75,0,1,0,medium income,Control School
2226,19644900000000_2710,0.3,0,100,0,0,38.59,1953,67401,65,14.4,0.63,205,54.86,34.92,41.72,19.75,0,1,0,medium income,Control School
2227,19645500000000_2931,0.3,2.79,98.01,0,0,38.34,1975,102726,72,12.21,0.63,112.5,41.17,34.92,72.07,12.1,0,1,0,medium income,Control School
2228,19643800000000_3060,0.3,0,98.21,0,1.79,37.85,1930,77727,65,26.32,0.63,241,53.81,34.92,52.41,14.1,0,1,0,medium income,Control School
2229,19646800000000_3307,0.3,0,78.81,0,21.19,39.61,1997,85972,14,12.03,0.63,23,14.79,34.92,41.46,9.2,0,1,0,medium income,Control School
2230,54722600000000_95,0.31,0,95.15,0,4.85,38.49,1865,87292,71,14.46,0.63,241,39.9,28.45,45.92,29.15,0,1,0,medium income,Control School
2231,36678800000000_122,0.31,0,98.32,0,1.68,38.67,1937,85000,88,21.73,0.63,241,111.61,34.44,55.82,31.6,0,1,0,medium income,Control School
2232,36678800000000_145,0.31,0,89.49,0.57,9.94,39.4,2010,76639,88,15,0.63,42.5,72.91,34.44,41.64,22.35,0,1,0,medium income,Control School
2233,56737600000000_557,0.31,0,76.82,0,23.18,38.48,1877,73264,40,9.99,0.63,83,24.01,26.69,45.85,23.15,0,1,0,medium income,Control School
2234,54722600000000_597,0.31,0,98.78,0,1.22,39.92,1948,97778,71,12.63,0.63,336,41.65,28.45,53.46,32.2,0,1,0,medium income,Control School
2235,36678430000000_653,0.31,0.08,70.49,0,29.43,37.03,1961,88603,65,52.5,0.63,38.5,50.62,34.44,41.84,18.1,0,1,0,medium income,Control School
2236,19646830000000_776,0.31,0,30.24,0,69.76,38.89,1969,110000,0,21.77,0.63,148.5,19.77,34.92,44.99,10.1,0,1,0,medium income,Control School
2237,56726500000000_1031,0.31,0.17,98.37,1.46,0,34.36,2000,76944,60,17.75,0.57,241,40.5,26.69,34.82,7.65,0,1,0,medium income,Control School
2238,54722600000000_1038,0.31,0.4,99.29,0,0.3,40.14,2004,64857,71,25.86,0.63,241,41.65,28.45,53.46,38.7,0,1,0,medium income,Control School
2239,54722600000000_1151,0.31,2.89,96.25,0,0.86,39.27,2003,66944,71,29.01,0.63,615,39.27,28.45,59.07,23.1,0,1,0,medium income,Control School
2240,19644500000000_1209,0.31,0,100,0,0,38.34,1991,110192,75,31.58,0.61,15,33.83,34.92,70.77,17.45,0,1,0,medium income,Control School
2241,54722600000000_1281,0.31,0,100,0,0,38.09,1991,72857,71,14.38,0.63,16,45.33,28.45,57.3,48.65,0,1,0,medium income,Control School
2242,56726000000000_1290,0.31,0,91.28,0,8.72,40.03,2007,114044,60,27.87,0.61,14.5,43.24,26.69,30.69,13.35,0,1,0,medium income,Control School
2243,30736500000000_1391,0.31,0,94.69,0,5.31,36.8,1975,85972,19,11.44,0.57,42.5,15.58,22.48,40.65,11.85,0,1,0,medium income,Control School
2244,30665100000000_1584,0.31,0,100,0,0,39.11,2011,86453,27,32.83,0.61,241,47.28,22.48,58.7,12.2,0,1,0,medium income,Control School
2245,54722600000000_1585,0.31,0,100,0,0,37.14,1994,83309,71,15.1,0.63,32.5,46.26,28.45,41.16,23.75,0,1,0,medium income,Control School
2246,54722600000000_1586,0.31,0,89.67,0,9.13,37.14,1994,83309,71,15.1,0.63,1523.5,46.26,28.45,41.16,23.75,0,1,0,medium income,Control School
2247,33751800000000_1642,0.31,0.16,52.13,0,47.71,39.72,2010,63363,64,66.59,0.56,14.5,40.96,31.72,27.37,42.05,0,1,0,medium income,Control School
2248,19644900000000_1671,0.31,0,100,0,0,38.14,1951,64583,65,8.07,0.63,98.5,49.72,34.92,46.3,22.95,0,1,0,medium income,Control School
2249,56737600000000_1844,0.31,0,87.75,0.08,12.17,36.03,1970,70648,40,14.91,0.57,42,22.11,26.69,28.5,21.2,0,1,0,medium income,Control School
2250,19650400000000_2474,0.31,1.86,90.17,0,7.97,37.53,2003,64602,88,11.67,0.61,241,47.14,34.92,50.72,18.3,0,1,0,medium income,Control School
2251,42767900000000_2492,0.31,0,100,0,0,36.08,1959,95682,62,29.31,0.63,13,52.67,24.3,33.28,11.45,0,1,0,medium income,Control School
2252,56737600000000_2593,0.31,0,96.18,0,3.82,36.16,2011,83438,40,45.01,0.63,241,22.11,26.69,52.07,9.45,0,1,0,medium income,Control School
2253,19644500000000_2853,0.31,0,100,0,0,38.1,1901,90000,75,24.42,0.63,1894.5,33.83,34.92,70.77,19.6,0,1,0,medium income,Control School
2254,42767900000000_3111,0.31,0,100,0,0,35.58,1999,71250,62,5.98,0.61,1523.5,25.15,24.3,33.47,16.95,0,1,0,medium income,Control School
2255,30665100000000_3333,0.31,0,98.7,0,1.3,36.14,1959,99572,27,27.3,0.63,241,39.06,22.48,44.58,4.95,0,1,0,medium income,Control School
2256,19650000000000_3430,0.31,4.02,90.36,0,5.63,39.34,2005,74888,22,10.63,0.57,32.5,18.68,34.92,28.99,6.65,0,1,0,medium income,Control School
2257,36678800000000_3437,0.31,0,94.22,0,5.78,36.68,1979,65455,88,11.32,0.63,32.5,54.02,34.44,42.54,29.1,0,1,0,medium income,Control School
2258,36750700000000_3550,0.31,0,100,0,0,36.92,2005,76935,86,15.2,0.63,241,54.93,34.44,52.93,21.3,0,1,0,medium income,Control School
2259,56737600000000_3693,0.31,0,96.9,0,3.1,37.3,1994,87250,40,7.1,0.63,13,25.61,26.69,36.41,10.5,0,1,0,medium income,Control School
2260,56737600000000_3694,0.31,18.4,38.76,0,43.95,37.3,1996,105650,40,7.1,0.57,241,25.61,26.69,36.41,10.5,0,1,0,medium income,Control School
2261,54723000000000_3837,0.31,0,88.89,0,11.11,40.58,1990,68701,92,19.35,0.61,13,43.64,28.45,54.75,15.3,0,1,0,medium income,Control School
2262,30664500000000_119,0.32,0,100,0,0,38.59,1955,111563,30,15.58,0.63,653.5,27.73,22.48,61.86,13.1,0,1,0,medium income,Control School
2263,56737600000000_167,0.32,0,97.18,0,2.82,37.41,1966,113750,40,8.67,0.63,13,25.61,26.69,35.07,6.5,0,1,0,medium income,Control School
2264,42691500000000_375,0.32,2.38,95.67,0.08,1.87,33.06,1930,77361,81,16.3,0.63,36,32.23,24.3,46.53,18.4,0,1,0,medium income,Control School
2265,42691500000000_376,0.32,0,97.09,0,2.91,32.91,1930,77361,81,16.3,0.63,241,32.23,24.3,46.53,18.4,0,1,0,medium income,Control School
2266,36678200000000_404,0.32,0,100,0,0,36.45,2016,85313,71,14.29,0.63,13,51.02,34.44,55.85,13.8,0,1,0,medium income,Control School
2267,30736500000000_863,0.32,0,100,0,0,37.86,1980,90179,19,11.45,0.57,1894.5,21.1,22.48,42.21,10.2,0,1,0,medium income,Control School
2268,42692000000000_918,0.32,33.33,0,0,66.67,34.1,1950,102708,36,19.48,0.47,241,30.54,24.3,22.24,12.8,0,1,0,medium income,Control School
2269,30666500000000_1133,0.32,0,98.25,0,1.75,38.15,1993,96473,40,9.93,0.61,32.5,23.63,22.48,31.51,9.2,0,1,0,medium income,Control School
2270,36678800000000_1147,0.32,0,100,0,0,39.22,1993,97604,88,22.47,0.61,1523.5,97.17,34.44,45.67,37.05,0,1,0,medium income,Control School
2271,36678800000000_1148,0.32,0,75.65,0,23.52,39.22,1990,106739,88,22.47,0.63,1523.5,97.17,34.44,45.67,37.05,0,1,0,medium income,Control School
2272,54722600000000_1313,0.32,0,100,0,0,38.53,1980,93011,71,14.1,0.63,145,45.33,28.45,57.3,36.75,0,1,0,medium income,Control School
2273,56726000000000_1564,0.32,0,92.26,0.56,7.18,40.35,1999,63412,60,12.63,0.58,42.5,48.64,26.69,35.38,24.65,0,1,0,medium income,Control School
2274,54722600000000_1738,0.32,0,97.75,0,2.25,37.39,2002,83309,71,12.88,0.61,13,46.26,28.45,41.16,25.5,0,1,0,medium income,Control School
2275,42767900000000_1919,0.32,20.71,79.29,0,0,32.31,1986,77865,62,11.67,0.58,653.5,23.02,24.3,48.62,23.85,0,1,0,medium income,Control School
2276,42767900000000_1924,0.32,0,100,0,0,32.31,1986,77865,62,11.67,0.63,241,23.02,24.3,48.62,23.85,0,1,0,medium income,Control School
2277,54722600000000_2078,0.32,0,100,0,0,38.45,1991,68031,71,9.69,0.63,241,46.26,28.45,53.34,33.1,0,1,0,medium income,Control School
2278,54755200000000_2371,0.32,6.03,20.95,0,73.02,39.66,1999,61439,95,15.1,0.63,42.5,61.64,28.45,42.35,33.7,0,1,0,medium income,Control School
2279,30736500000000_2525,0.32,0,100,0,0,38.41,2007,93352,19,42.41,0.57,205,26.34,22.48,36.04,31.1,0,1,0,medium income,Control School
