School_ID,Percent_Water,Percent_Developed,Percent_Forest,Percent_Pasture,ndvi_median,Land_Surface_Temp_median,Year_built,Median_income_BG_2021,Percent_FRPM,Student_Staff_Ratio,Students_with_Disabilities_mean,Asthma_Rates,Covid19_rate_of_infection_1000_people,Pollution_Burden,Chronic_Abs_Avg_Rate,retrofit,ndvi_median_binary,retrofit_and_ndvi,Diversity_Index
19649600000000_3105,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.4,35.97,NA,91835,7,NA,NA,10.59,34.92,42.26,NA,0,1,0,NA
19644400000000_3262,0,98.62745098,1.176470588,0.196078431,0.4,34.59,NA,119338,70,NA,NA,39.97,34.92,50.08,NA,0,1,0,NA
54722500000000_22,0,16.01903251,0,0,0.41,35.78,1983,NA,90,NA,NA,43.67,28.45,56.76,NA,0,1,0,NA
54722500000000_23,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.41,35.78,1983,NA,90,NA,NA,43.67,28.45,56.76,NA,0,1,0,NA
19646800000000_322,0,57.1086262,1.837060703,41.0543131,0.41,36.4,1880,184853,14,NA,NA,16.22,34.92,31.61,NA,0,1,0,NA
19646800000000_323,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.41,36.4,1975,184853,14,NA,NA,16.22,34.92,31.61,NA,0,1,0,NA
42692100000000_1307,0.238663484,96.9769292,0.556881464,2.227525855,0.41,34.48,1997,125430,40,NA,NA,20.18,24.3,37.4,NA,0,1,0,NA
42692100000000_1308,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.41,34.48,1997,125430,40,NA,NA,20.18,24.3,37.4,NA,0,1,0,NA
33670800000000_1345,0,10.96108022,16.52104845,72.51787133,0.41,29.91,NA,90000,92,NA,NA,30.52,31.72,33.21,NA,0,1,0,NA
33670800000000_1347,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.41,29.91,NA,90000,92,NA,NA,30.52,31.72,33.21,NA,0,1,0,NA
54722300000000_68,0,26.709062,0,0,0.42,36.54,1991,82042,50,NA,NA,67.52,28.45,64.18,NA,0,1,0,NA
19646800000000_188,0,44.84126984,0.793650794,54.36507937,0.42,37.15,1992,148147,14,NA,NA,16.22,34.92,31.61,NA,0,1,0,NA
54722600000000_1335,0,13.3105802,0,0,0.42,37.47,1992,86798,71,NA,NA,46.02,28.45,61.75,NA,0,1,0,NA
54722600000000_1336,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.42,37.47,1992,86798,71,NA,NA,46.02,28.45,61.75,NA,0,1,0,NA
54722600000000_1337,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.42,37.47,1992,86798,71,NA,NA,46.02,28.45,61.75,NA,0,1,0,NA
19650300000000_1853,0,100,0,0,0.42,35.35,NA,NA,14,NA,NA,21.1,34.92,52.27,NA,0,1,0,NA
56725200000000_1935,0.792393027,62.44057052,10.30110935,23.05863708,0.42,36.49,NA,58638,59,NA,NA,40.89,26.69,37.64,NA,0,1,0,NA
56725200000000_1978,0,37.5,41.66666667,20.83333333,0.42,35.97,NA,58638,59,NA,NA,40.89,26.69,37.64,NA,0,1,0,NA
19644900000000_2546,0,75.09944312,2.386634845,22.51392204,0.42,34.85,2010,171563,65,NA,NA,46.84,34.92,50.5,NA,0,1,0,NA
30736500000000_2623,0,71.07897664,2.447163515,14.34927697,0.42,35.53,1999,NA,19,NA,NA,17.33,22.48,42.53,NA,0,1,0,NA
19648700000000_2897,0,89.2172524,1.038338658,9.744408946,0.42,33.65,NA,222738,6,NA,NA,9.22,34.92,45.31,NA,0,1,0,NA
19648700000000_2898,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.42,33.65,NA,222738,6,NA,NA,9.22,34.92,45.31,NA,0,1,0,NA
19648700000000_2900,0,83.07692308,0,16.92307692,0.42,33.97,NA,212656,6,NA,NA,9.22,34.92,45.31,NA,0,1,0,NA
30736500000000_3535,18.23104693,68.23104693,0,13.53790614,0.42,35.27,1971,79167,19,NA,NA,12.7,22.48,36.43,NA,0,1,0,NA
54723000000000_3835,0,9.80861244,0,11.40350877,0.42,33.66,NA,NA,92,NA,NA,43.64,28.45,54.75,NA,0,1,0,NA
54722300000000_69,0,7.692307692,0,0,0.43,35.29,1991,82042,50,NA,NA,67.52,28.45,64.18,NA,0,1,0,NA
54722300000000_71,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.43,35.29,1991,82042,50,NA,NA,67.52,28.45,64.18,NA,0,1,0,NA
19649600000000_1333,0,100,0,0,0.43,33.98,NA,NA,7,NA,NA,10.66,34.92,46.57,NA,0,1,0,NA
19651300000000_1601,0,96.2787015,0.712589074,3.008709422,0.43,35.9,NA,NA,75,NA,NA,36.71,34.92,45.52,NA,0,1,0,NA
30736500000000_2893,7.165605096,78.58280255,0,14.25159236,0.43,34.66,1972,79167,19,NA,NA,12.7,22.48,36.43,NA,0,1,0,NA
54722100000000_3440,9.523809524,22.85714286,3.412698413,64.20634921,0.43,30.64,NA,NA,34,NA,NA,26.6,28.45,39.83,NA,0,1,0,NA
19646800000000_189,0.265486726,69.11504425,1.150442478,29.46902655,0.44,35.91,1992,148147,14,NA,NA,23.62,34.92,54.91,NA,0,1,0,NA
54722600000000_1412,0,34.6092504,0,0.398724083,0.44,36.1,NA,NA,71,NA,NA,33.11,28.45,50.8,NA,0,1,0,NA
36678400000000_1555,0,96.89243028,0.3187251,2.788844622,0.44,34.29,1957,NA,67,NA,NA,37.85,34.44,47.78,NA,0,1,0,NA
36678400000000_1556,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.44,34.29,1957,NA,67,NA,NA,37.85,34.44,47.78,NA,0,1,0,NA
19757100000000_1871,0,99.84152139,0.158478605,0,0.44,34.3,NA,NA,59,NA,NA,10.66,34.92,46.57,NA,0,1,0,NA
19757100000000_1872,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.44,34.3,NA,NA,59,NA,NA,10.66,34.92,46.57,NA,0,1,0,NA
19757100000000_1873,0,99.84567901,0,0.154320988,0.44,35.1,NA,NA,59,NA,NA,28.98,34.92,48.13,NA,0,1,0,NA
19648700000000_1979,0,90.35087719,6.379585327,3.26953748,0.44,33.11,1968,250000,6,NA,NA,13.41,34.92,31.49,NA,0,1,0,NA
19648700000000_2054,0,91.82338512,3.43417825,4.742436631,0.44,28.91,NA,199750,6,NA,NA,12.61,34.92,32.35,NA,0,1,0,NA
10620260000000_2168,0,12.87758347,12.55961844,74.56279809,0.44,31.67,NA,NA,0,NA,11,35.78,29.25,28.75,42.6,0,1,0,NA
54721300000000_2388,2.392344498,2.392344498,27.59170654,67.62360447,0.44,31.04,2014,NA,50,NA,NA,53.79,28.45,46.41,NA,0,1,0,NA
19648700000000_2526,0,98.18809318,0.603968939,1.207937877,0.44,31.92,2002,188385,6,NA,NA,19.66,34.92,48.35,NA,0,1,0,NA
19643900000000_3327,0,50.85910653,0.859106529,48.28178694,0.44,33.04,NA,NA,19,NA,NA,33.93,34.92,49.27,NA,0,1,0,NA
56725200000000_1892,0.557768924,79.3625498,3.266932271,16.812749,0.45,35.52,NA,83194,59,NA,NA,40.89,26.69,26.54,NA,0,1,0,NA
54720400000000_2820,0,24.48330684,0,0,0.45,35.03,NA,79125,97,NA,NA,40.71,28.45,65.87,NA,0,1,0,NA
54720400000000_2821,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.45,35.03,NA,79125,97,NA,NA,40.71,28.45,65.87,NA,0,1,0,NA
54720400000000_2822,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.45,35.03,NA,79125,97,NA,NA,40.71,28.45,65.87,NA,0,1,0,NA
42767900000000_3019,0,88.95348837,8.527131783,2.519379845,0.45,33.1,NA,124176,62,NA,NA,39.33,24.3,27.99,NA,0,1,0,NA
54721200000000_3163,0,15.60509554,0,41.08280255,0.45,34.66,2016,33287,40,NA,NA,35.91,28.45,44.35,NA,0,1,0,NA
54721200000000_3164,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.45,34.66,2016,33287,40,NA,NA,35.91,28.45,44.35,NA,0,1,0,NA
54721200000000_3165,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.45,34.66,2016,33287,40,NA,NA,35.91,28.45,44.35,NA,0,1,0,NA
54720300000000_2745,0,20.50874404,0,0,0.46,34.72,NA,55119,72,NA,NA,71.67,28.45,45.37,NA,0,1,0,NA
54720300000000_2746,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.46,34.72,NA,55119,72,NA,NA,71.67,28.45,45.37,NA,0,1,0,NA
54720300000000_2747,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.46,34.72,NA,55119,72,NA,NA,71.67,28.45,45.37,NA,0,1,0,NA
54720300000000_2748,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.46,34.72,NA,55119,72,NA,NA,71.67,28.45,45.37,NA,0,1,0,NA
54720300000000_2749,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.46,34.72,NA,55119,72,NA,NA,71.67,28.45,45.37,NA,0,1,0,NA
54720600000000_2825,1.512738854,4.777070064,0,0,0.46,34.84,NA,NA,80,NA,NA,61.64,28.45,35.29,NA,0,1,0,NA
54722560000000_751,1.671974522,20.1433121,0,1.194267516,0.47,35.16,NA,33836,43,51.1410053,3524,64.92,28.45,39.05,27.6,0,1,0,NA
56725200000000_1894,0,96.40718563,3.592814371,0,0.47,35.22,NA,83194,59,NA,NA,40.89,26.69,26.54,NA,0,1,0,NA
19648700000000_1972,0,78.4407319,4.057279236,17.50198886,0.47,30.97,NA,250000,6,NA,NA,8.46,34.92,31.97,NA,0,1,0,NA
19648700000000_1973,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.47,30.97,NA,250000,6,NA,NA,8.46,34.92,31.97,NA,0,1,0,NA
54721800000000_3339,0,10.81081081,0,2.623211447,0.47,34.79,NA,NA,81,NA,NA,43.64,28.45,54.75,NA,0,1,0,NA
54721800000000_3340,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.47,34.79,NA,NA,81,NA,NA,43.64,28.45,54.75,NA,0,1,0,NA
54721800000000_3341,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.47,34.79,NA,NA,81,NA,NA,43.64,28.45,54.75,NA,0,1,0,NA
36678700000000_451,0,65.81673307,27.80876494,6.374501992,0.48,28.97,1980,71184,55,NA,NA,48.53,34.44,41.55,NA,0,1,0,NA
56725200000000_1893,0,83.03886926,13.25088339,3.71024735,0.49,34.47,NA,83194,59,NA,NA,40.89,26.69,26.54,NA,0,1,0,NA
56725200000000_1895,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.49,34.47,NA,83194,59,NA,NA,40.89,26.69,26.54,NA,0,1,0,NA
15637800000000_2163,36.33466135,6.693227092,0,56.97211155,0.49,35.53,2008,27227,83,NA,NA,65.94,27.08,28.65,NA,0,1,0,NA
15637800000000_2194,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.49,35.53,2008,27227,83,NA,NA,65.94,27.08,28.65,NA,0,1,0,NA
54722600000000_2309,0,8.858739026,0,0,0.49,34.71,NA,86798,71,NA,NA,46.02,28.45,61.75,NA,0,1,0,NA
15637800000000_2340,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.49,35.53,2008,27227,83,NA,NA,65.94,27.08,28.65,NA,0,1,0,NA
15637800000000_2391,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.49,35.53,2008,27227,83,NA,NA,65.94,27.08,28.65,NA,0,1,0,NA
15636300000000_2793,0,12.50996016,81.9123506,5.577689243,0.49,27.97,2013,NA,41,NA,NA,25.97,27.08,46.71,NA,0,1,0,NA
56725200000000_1977,3.102625298,42.24343675,22.59347653,26.96897375,0.5,34.05,NA,98140,59,NA,NA,40.95,26.69,30.98,NA,0,1,0,NA
42692500000000_2053,1.949860724,78.55153203,9.65645311,9.842154132,0.5,28.47,NA,NA,23,NA,NA,11.97,24.3,32.96,NA,0,1,0,NA
54721080000000_2245,0,8.713029576,0,0,0.5,34.47,NA,NA,0,NA,NA,40.71,28.45,65.87,13.35,0,1,0,NA
42767900000000_3025,0,93.14285714,3.428571429,3.428571429,0.5,31.9,NA,124176,62,NA,NA,39.33,24.3,27.99,NA,0,1,0,NA
36678700000000_452,0,76.19047619,16.91297209,6.896551724,0.51,29.68,1980,71184,55,NA,NA,48.53,34.44,41.55,NA,0,1,0,NA
54718500000000_536,0,7.063492063,0,0,0.51,33.34,NA,NA,56,NA,NA,49.02,27.08,31.43,NA,0,1,0,NA
54718500000000_537,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.51,33.34,NA,NA,56,NA,NA,49.02,27.08,31.43,NA,0,1,0,NA
54718500000000_538,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.51,33.34,NA,NA,56,NA,NA,49.02,27.08,31.43,NA,0,1,0,NA
54722600000000_908,0,11.21718377,0,0,0.51,34.47,1858,NA,71,NA,NA,34.37,28.45,42.96,NA,0,1,0,NA
36678700000000_1629,28.94528152,48.21570182,19.90483743,2.934179223,0.51,29.81,NA,NA,55,NA,NA,45.57,34.44,27.61,NA,0,1,0,NA
42691500000000_3309,1.592356688,33.20063694,7.085987261,51.27388535,0.51,31.66,NA,NA,81,NA,NA,11.87,24.3,20.29,NA,0,1,0,NA
42691600000000_498,0,61.64021164,17.54850088,20.81128748,0.53,31.83,NA,112232,3,NA,NA,15,24.3,27.41,NA,0,1,0,NA
33670800000000_1346,0,59.71223022,39.08872902,1.199040767,0.53,29.32,NA,90000,92,NA,NA,30,31.72,29.71,NA,0,1,0,NA
54718520000000_2169,0,3.25203252,0,0,0.53,33.09,NA,NA,0,NA,NA,49.02,27.08,31.43,2.9,0,1,0,NA
36678700000000_2342,16.69316375,74.48330684,7.551669316,1.271860095,0.53,28.43,NA,90769,55,NA,NA,91.68,34.44,31.33,NA,0,1,0,NA
33670800000000_1348,0,46.98564593,47.17703349,5.837320574,0.54,29.16,NA,90000,92,NA,NA,30.52,31.72,33.21,NA,0,1,0,NA
36678700000000_1630,0,70.1433121,29.53821656,0.318471338,0.54,30.65,NA,NA,55,NA,NA,47.74,34.44,34.17,NA,0,1,0,NA
36678700000000_1631,0,72.97297297,27.02702703,0,0.54,30.66,NA,NA,55,NA,NA,47.74,34.44,34.17,NA,0,1,0,NA
36678700000000_1632,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.54,30.65,NA,NA,55,NA,NA,47.74,34.44,34.17,NA,0,1,0,NA
36678700000000_1886,3.542673108,75.68438003,15.78099839,4.99194847,0.54,29.69,NA,NA,55,NA,NA,45.57,34.44,27.61,NA,0,1,0,NA
42692500000000_2049,0,93.71534196,3.696857671,2.58780037,0.54,29.84,NA,NA,23,NA,NA,11.97,24.3,32.96,NA,0,1,0,NA
42692500000000_2050,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.54,29.84,NA,NA,23,NA,NA,11.97,24.3,32.96,NA,0,1,0,NA
42692500000000_2051,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.54,29.84,NA,NA,23,NA,NA,11.97,24.3,32.96,NA,0,1,0,NA
42692500000000_2052,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.54,29.84,NA,NA,23,NA,NA,11.97,24.3,32.96,NA,0,1,0,NA
54720250000000_2487,0,11.30573248,0,4.219745223,0.54,32.34,NA,41399,0,NA,NA,41.63,28.45,55.04,14.05,0,1,0,NA
42767900000000_3020,0,69.4255112,22.39532619,8.17916261,0.54,30.41,NA,NA,62,NA,NA,39.33,24.3,27.99,NA,0,1,0,NA
42767900000000_3024,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.54,30.41,NA,NA,62,NA,NA,39.33,24.3,27.99,NA,0,1,0,NA
36678700000000_1887,0,78.6377709,19.91744066,1.444788442,0.55,30.78,NA,NA,55,NA,NA,45.57,34.44,27.61,NA,0,1,0,NA
42691600000000_497,0,79.55271565,12.30031949,8.146964856,0.56,29.72,NA,212708,3,NA,NA,15,24.3,27.41,NA,0,1,0,NA
36678700000000_1884,2.310756972,77.37051793,20.3187251,0,0.57,29.06,NA,NA,55,NA,NA,45.57,34.44,27.61,NA,0,1,0,NA
36678700000000_1888,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.57,29.06,NA,NA,55,NA,NA,45.57,34.44,27.61,NA,0,1,0,NA
42692500000000_2048,1.912350598,77.84860558,16.57370518,3.665338645,0.57,29.1,NA,198625,23,NA,NA,11.97,24.3,32.96,NA,0,1,0,NA
36678700000000_3571,0.557324841,62.18152866,31.60828025,5.652866242,0.57,30.06,NA,NA,55,NA,NA,92.98,34.44,31.86,NA,0,1,0,NA
42692100000000_3599,0,78.24701195,16.25498008,5.498007968,0.57,29.41,1961,122625,40,NA,NA,23.01,24.3,45.39,NA,0,1,0,NA
36676400000000_996,0,22.10776545,60.38034865,17.5118859,0.58,28.92,NA,91328,73,NA,NA,30.93,34.44,33.3,NA,0,1,0,NA
42691500000000_3308,0,20.0317965,41.09697933,38.87122417,0.58,29.21,NA,250000,81,NA,NA,11.87,24.3,20.29,NA,0,1,0,NA
42691600000000_499,0,64.79400749,30.71161049,4.494382022,0.59,29.2,NA,212708,3,NA,NA,15,24.3,27.41,NA,0,1,0,NA
36677900000000_2084,6.060606061,16.90590112,37.08133971,39.95215311,0.59,29.04,NA,75625,54,NA,NA,22.5,34.44,36.1,NA,0,1,0,NA
54722600000000_2488,0,15.33546326,0,0,0.6,33.15,1999,33836,71,NA,NA,39.9,28.45,45.92,NA,0,1,0,NA
54721730000000_2527,0,12.87758347,0,0,0.6,34.09,NA,NA,0,NA,33.5,67.52,28.45,64.18,5.25,0,1,0,NA
42691600000000_496,0.15936255,13.30677291,6.772908367,79.76095618,0.65,29.97,NA,177083,3,NA,NA,15,24.3,27.41,NA,0,1,0,NA
36678700000000_1885,0.622222222,40.62222222,58.75555556,0,0.67,26.19,NA,NA,55,NA,NA,35.1,34.44,37.41,NA,0,1,0,NA
36678700000000_1889,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.67,26.19,NA,NA,55,NA,NA,35.1,34.44,37.41,NA,0,1,0,NA
36678700000000_1890,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.67,26.19,NA,NA,55,NA,NA,35.1,34.44,37.41,NA,0,1,0,NA
36678700000000_450,0,7.097288676,20.41467305,72.48803828,0.69,24.78,1980,77647,55,NA,NA,48.53,34.44,41.55,NA,0,1,0,NA
36678700000000_2275,0,35.35514765,35.8339984,28.81085395,0.69,25.31,2003,NA,55,NA,NA,35.1,34.44,37.41,NA,0,1,0,NA
36678700000000_2315,0,8.984375,3.125,87.890625,0.7,25.56,2003,NA,55,NA,NA,35.1,34.44,37.41,NA,0,1,0,NA
36678700000000_2316,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.7,25.56,2003,NA,55,NA,NA,35.1,34.44,37.41,NA,0,1,0,NA
36678700000000_2377,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.7,25.56,2003,NA,55,NA,NA,35.1,34.44,37.41,NA,0,1,0,NA
19642500000000_19,0,45.30254777,0,53.10509554,0.24,40.67,2012,NA,54,NA,NA,60.67,34.92,27.56,NA,1,1,1,NA
19649100000000_123,0,99.44267516,0,0.557324841,0.24,39.08,1965,39315,95,NA,NA,78.05,34.92,51.83,NA,1,1,1,NA
56768300000000_171,0,100,0,0,0.24,38.29,1960,49911,91,NA,NA,45.4,26.69,42.86,NA,1,1,1,NA
56768300000000_172,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.24,38.29,1960,49911,91,NA,NA,45.4,26.69,42.86,NA,1,1,1,NA
19643300000000_255,0,98.95666132,0,1.043338684,0.24,37.03,1903,87704,26,NA,NA,38.09,34.92,50.66,NA,1,1,1,NA
19650600000000_381,0,100,0,0,0.24,38.02,1950,95694,10,NA,NA,35.45,34.92,55.16,NA,1,1,1,NA
36676800000000_433,0,95.30254777,0,4.697452229,0.24,38.47,2006,NA,57,NA,NA,27.52,34.44,50.47,NA,1,1,1,NA
19650600000000_796,1.591289782,98.40871022,0,0,0.24,38.1,NA,118107,10,64.89131979,2951,35.45,34.92,38.94,8.65,1,1,1,NA
36678500000000_828,0,98.64433812,0,1.355661882,0.24,40.58,1981,45051,90,NA,NA,77.93,34.44,48.6,NA,1,1,1,NA
33670300000000_866,0,97.67628205,0,2.323717949,0.24,38.78,2006,NA,74,NA,NA,31.81,31.72,39.14,NA,1,1,1,NA
33670300000000_910,0.882028666,79.6030871,0,19.51488423,0.24,38.28,2006,NA,74,NA,NA,31.81,31.72,39.14,NA,1,1,1,NA
33670300000000_911,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.24,38.28,2006,NA,74,NA,NA,31.81,31.72,39.14,NA,1,1,1,NA
19650600000000_971,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.24,38.1,1954,118107,10,NA,NA,35.45,34.92,38.94,NA,1,1,1,NA
33751900000000_1064,0,92.43630573,0,7.563694268,0.24,39.66,2003,NA,24,NA,NA,39.81,31.72,27.77,NA,1,1,1,NA
56725500000000_1065,0,61.00880705,0,5.364291433,0.24,35.35,NA,67266,25,NA,NA,36.53,26.69,45.39,NA,1,1,1,NA
19647300000000_1098,0,100,0,0,0.24,37.86,NA,NA,80,NA,NA,76.7,34.92,59.03,NA,1,1,1,NA
19643300000000_1167,0,98.24421389,0,1.755786113,0.24,37.86,NA,97431,26,NA,NA,35.1,34.92,67.43,NA,1,1,1,NA
19643300000000_1168,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.24,37.86,NA,97431,26,NA,NA,35.1,34.92,67.43,NA,1,1,1,NA
19643300000000_1169,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.24,37.86,NA,97431,26,NA,NA,35.1,34.92,67.43,NA,1,1,1,NA
19643300000000_1170,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.24,37.86,NA,97431,26,NA,NA,35.1,34.92,67.43,NA,1,1,1,NA
19643300000000_1171,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.24,37.86,NA,97431,26,NA,NA,35.1,34.92,67.43,NA,1,1,1,NA
19643300000000_1172,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.24,37.86,NA,97431,26,NA,NA,35.1,34.92,67.43,NA,1,1,1,NA
19643300000000_1173,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.24,37.86,NA,97431,26,NA,NA,35.1,34.92,67.43,NA,1,1,1,NA
19643300000000_1174,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.24,37.86,NA,97431,26,NA,NA,35.1,34.92,67.43,NA,1,1,1,NA
19643300000000_1175,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.24,37.86,NA,97431,26,NA,NA,35.1,34.92,67.43,NA,1,1,1,NA
19643300000000_1178,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.24,37.86,NA,97431,26,NA,NA,35.1,34.92,67.43,NA,1,1,1,NA
56768300000000_1183,0,100,0,0,0.24,38.2,NA,29564,91,NA,NA,45.4,26.69,42.86,NA,1,1,1,NA
56768300000000_1184,0,100,0,0,0.24,38.2,NA,29564,91,NA,NA,45.4,26.69,42.86,NA,1,1,1,NA
19647300000000_1218,0,100,0,0,0.24,38.21,NA,NA,80,NA,NA,63.41,34.92,73.36,NA,1,1,1,NA
19647300000000_1219,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.24,38.21,NA,NA,80,NA,NA,63.41,34.92,73.36,NA,1,1,1,NA
19647300000000_1220,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.24,38.21,NA,NA,80,NA,NA,63.41,34.92,73.36,NA,1,1,1,NA
33670300000000_1232,0,96.812749,0,3.187250996,0.24,38.7,2004,NA,74,NA,NA,28.21,31.72,54.75,NA,1,1,1,NA
33672200000000_1278,0,96.26687847,0,3.733121525,0.24,38.84,NA,49241,96,NA,NA,61.36,31.72,62.72,NA,1,1,1,NA
56768300000000_1397,0,99.18414918,0,0.815850816,0.24,37.67,1926,68568,91,NA,NA,45.4,26.69,42.86,NA,1,1,1,NA
56768300000000_1398,18.3908046,81.03448276,0,0.574712644,0.24,37.53,1926,68568,91,NA,NA,45.4,26.69,42.86,NA,1,1,1,NA
30739200000000_1416,0,98.40255591,0.638977636,0.958466454,0.24,34.72,NA,146250,11,NA,NA,19.55,22.48,60.11,NA,1,1,1,NA
19643300000000_1417,0,99.7005988,0,0.299401198,0.24,36.97,NA,85500,26,NA,NA,35.1,34.92,67.43,NA,1,1,1,NA
19643300000000_1419,0,100,0,0,0.24,37.1,NA,85500,26,NA,NA,35.1,34.92,67.43,NA,1,1,1,NA
19643300000000_1435,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.24,37.16,NA,85500,26,NA,NA,35.1,34.92,67.43,NA,1,1,1,NA
19647300000000_1498,0,93.58974359,0,6.41025641,0.24,38.72,1934,NA,80,NA,NA,94.42,34.92,62.9,NA,1,1,1,NA
19647300000000_1499,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.24,38.72,1934,NA,80,NA,NA,94.42,34.92,62.9,NA,1,1,1,NA
19650600000000_1500,0,100,0,0,0.24,36.55,1964,89398,10,NA,NA,23.8,34.92,43.84,NA,1,1,1,NA
19647300000000_1557,0,100,0,0,0.24,38.79,NA,61000,80,NA,NA,84.23,34.92,67.45,NA,1,1,1,NA
19734500000000_1596,0,98.16733068,0,0.478087649,0.24,38.34,NA,74583,77,NA,NA,73.09,34.92,62.62,NA,1,1,1,NA
19734500000000_1597,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.24,38.34,NA,74583,77,NA,NA,73.09,34.92,62.62,NA,1,1,1,NA
19734500000000_1598,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.24,38.34,NA,74583,77,NA,NA,73.09,34.92,62.62,NA,1,1,1,NA
19649100000000_1707,0,96.96727853,0,3.032721468,0.24,39.1,NA,62227,95,NA,NA,74.95,34.92,55.96,NA,1,1,1,NA
19647300000000_1730,0,100,0,0,0.24,38.48,NA,62057,80,NA,NA,94.42,34.92,47.04,NA,1,1,1,NA
19649100000000_1763,0,99.12350598,0,0.876494024,0.24,38.98,2006,49568,95,NA,NA,74.1,34.92,55.45,NA,1,1,1,NA
19647300000000_1836,0,100,0,0,0.24,36.27,NA,118516,80,NA,NA,37.16,34.92,38.29,NA,1,1,1,NA
30666700000000_1962,0,100,0,0,0.24,38.26,1997,114500,75,NA,NA,44.64,22.48,55.73,NA,1,1,1,NA
33752000000000_2021,0,77.85771383,0,3.517186251,0.24,38.78,2003,NA,40,NA,NA,38.17,31.72,33.93,NA,1,1,1,NA
33752000000000_2022,0,53.33333333,0,0,0.24,38.78,2003,NA,40,NA,NA,38.17,31.72,33.93,NA,1,1,1,NA
33752000000000_2023,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.24,38.78,2003,NA,40,NA,NA,38.17,31.72,33.93,NA,1,1,1,NA
33752000000000_2024,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.24,38.78,2003,NA,40,NA,NA,38.17,31.72,33.93,NA,1,1,1,NA
19648200000000_2112,0,97.08404803,0,2.915951973,0.24,39.11,NA,67727,98,NA,NA,61.82,34.92,64.32,NA,1,1,1,NA
30665000000000_2114,0,100,0,0,0.24,35.7,NA,136188,18,NA,NA,28.7,22.48,43.89,NA,1,1,1,NA
